 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.6265363	0.0017536863	0.008524753	0.28362173	0.04050752	0.0037174094	0.035338536
c	9.772832e-05	0.12594905	0.49240437	0.37928098	0.002199465	9.554892e-06	5.8789712e-05
h	0.008809498	0.3267557	0.6545234	0.009230338	0.0006702951	8.748718e-06	2.0767864e-06
a	0.032099776	0.16771005	0.6636244	0.13111368	0.004847123	0.00013431071	0.00047066182
n	0.016109275	0.7801479	0.16824915	0.03279265	0.0013601375	6.7893176e-05	0.0012729978
a	2.1644277e-05	0.45584857	0.4706124	0.07188654	2.2534214e-05	6.3671723e-07	0.0016075958
v	0.0001842778	0.68013626	0.30937475	0.010298256	2.1344392e-06	1.0186009e-08	4.2729903e-06
o	0.0033361702	0.16638058	0.7987521	0.027785948	0.001974525	0.0006685624	0.0011021622
r	0.2253934	0.23850055	0.19865675	0.15709761	0.07726994	0.0849945	0.018087203
à	0.002518444	0.008612636	0.027278492	0.0805954	0.022852127	0.064512946	0.79362994
s	0.0021330079	0.00035024018	0.0007159004	0.011961268	0.90234464	0.06891606	0.013578966
o	0.130264	0.07951087	0.12538421	0.6506632	0.0033199773	0.002903243	0.007954522
o	0.66304284	0.16583425	0.050768506	0.09519151	0.010163127	0.0021687842	0.012830929
t	0.0024661655	0.059585355	0.028892733	0.029034296	0.5500294	0.07420498	0.25578704
s	0.008594854	0.045515273	0.0958141	0.3013273	0.010510498	0.012123136	0.5261149
o	0.17993781	0.04214864	0.18119745	0.5143087	0.004402529	0.012249687	0.0657552
m	0.032362532	0.004790372	0.0050023478	0.048603978	0.11866411	0.30097815	0.48959848
ì	0.030895224	0.32348555	0.5842785	0.022746665	0.028170932	0.004637282	0.0057858713
k	0.01982373	0.012592932	0.17545994	0.28815547	0.1375461	0.27335438	0.09306745
u	0.021306366	0.0028680337	0.026762733	0.12343056	0.20970811	0.52981395	0.08611026
à	0.018607648	0.0026258887	0.0068269274	0.050731026	0.053526893	0.3923614	0.47532022
i	6.64209e-05	0.00038081215	0.0018257895	0.016108833	0.0117102135	0.93943137	0.030476583
m	0.0035123557	0.008996035	0.01514317	0.033264183	0.18016529	0.64999974	0.10891921
è	0.17072618	0.2499972	0.41335148	0.103647284	0.04772083	0.009974965	0.004582043
r	0.00011567052	2.5679603e-05	9.673006e-05	0.0032382738	0.01998782	0.91193485	0.0646009
i	0.13942322	0.002113784	0.040546466	0.61298853	0.16517033	0.036943078	0.002814614
</S>	0.00034883263	8.600679e-05	0.00013731439	0.0008468259	0.014087005	0.26258874	0.7219053
