 	ora	io	sto	studiando	di	diventare	medico	</S>
à	0.84067345	0.045671828	0.03255123	0.026283888	0.009891597	0.012201725	0.014076199	0.01865008
r	0.27601144	0.5897174	0.004289401	0.0021368964	0.0113908965	0.115687385	0.00030031856	0.00046629197
t	0.022380719	0.56442803	0.0057672434	0.13297635	0.083448716	0.023834355	0.14348345	0.023681194
e	0.10575631	0.7161442	0.05636251	0.038381197	0.056679796	0.00067696004	0.0029338591	0.02306511
n	0.17583682	0.803013	0.017100256	0.002124966	0.0010718793	0.00020350811	0.00034359505	0.00030587387
a	0.013201936	0.104719475	0.03678759	0.12810041	0.36968163	0.013143488	0.07315982	0.26120564
i	0.050075058	0.8984636	0.038039915	0.008549505	0.0033601974	0.00023892582	0.00036865732	0.00090410333
v	0.014083297	0.2294535	0.0062164823	0.08831271	0.31255233	0.30412525	0.039535496	0.0057209204
ò	0.063727476	0.0197475	0.0025340642	0.021962972	0.13723557	0.3749899	0.27167845	0.108124055
s	0.009708825	0.06061127	0.81962246	0.08293709	0.024215633	0.0025319108	0.000110211695	0.00026269018
t	0.021448823	0.057633866	0.007877243	0.41063872	0.25118747	0.043304786	0.14150439	0.06640478
è	0.06940911	0.12449644	0.034052543	0.06453991	0.6133364	0.076233245	0.013974409	0.0039580073
o	0.004961175	0.030910477	0.9119761	0.040038686	0.0116001265	0.00039037477	6.4347034e-05	5.8762053e-05
s	0.025644781	0.023150317	0.0030391307	0.24127096	0.2566771	0.30496526	0.14193851	0.0033139752
t	0.0019733	0.022402577	0.05507434	0.019645492	0.053743213	0.014282526	0.5523106	0.2805679
u	0.032845784	0.026861228	0.016087014	0.015553426	0.32013103	0.4649553	0.087199196	0.036366988
d	0.0032764894	0.030735858	0.32112598	0.3939833	0.22264208	0.01405279	0.007952676	0.0062308526
i	0.03657714	0.028368514	0.0048291716	0.010249841	0.01958286	0.01482976	0.79553545	0.090027176
è	0.0036274595	0.0115003865	0.16567603	0.57506406	0.20222594	0.022761181	0.010675116	0.008469795
o	1.8718105e-05	0.00018201522	0.0018978545	0.040658627	0.11451637	0.62393755	0.19464922	0.024139665
n	0.0008889947	0.006461209	0.008692385	0.20569322	0.2549038	0.15197533	0.35868165	0.0127034215
a	0.0021037017	0.0021176008	0.011312475	0.0024926946	0.004287667	0.023726704	0.5465428	0.40741637
g	0.0031393333	0.0132649075	0.030808879	0.63267314	0.18217197	0.09830586	0.03361119	0.00602466
h	0.008180272	0.012508232	0.0011310629	0.0059250006	0.00995849	0.014595878	0.86076236	0.0869387
e	0.2417387	0.013780091	0.1955941	0.03996988	0.08972817	0.1235148	0.17770432	0.11796993
t	0.00083341467	0.0013683434	0.032598384	0.09555297	0.2194742	0.5031153	0.064716525	0.08234083
t	0.005523262	0.0053722165	0.00893648	0.0012331076	0.0011485888	0.00052498915	0.70756435	0.269697
ò	0.01756058	0.0042409888	0.005571884	0.0029102613	0.010550346	0.10873204	0.66031605	0.19011788
m	0.00073104136	0.00058020436	0.05760055	0.014332867	0.030310228	0.05200941	0.58089286	0.26354286
e	0.35509324	0.037188742	0.06398427	0.08273541	0.021852722	0.008529448	0.33086118	0.09975485
s	0.009594994	0.005115361	0.5837345	0.04824737	0.13075332	0.035217497	0.02514796	0.16218892
s	0.00060547184	0.0031553556	0.0132757025	0.0073774587	0.0043177567	0.0018694863	0.7311403	0.23825848
è	0.020372532	0.0054583373	0.044023894	0.011671012	0.022690699	0.046590205	0.39324418	0.4559492
r	0.00015223367	0.00014678574	0.014295849	0.0053641475	0.016253993	0.08350473	0.67321825	0.20706396
e	0.05742705	0.016097238	0.018542372	0.10802914	0.016067369	0.012220175	0.6140004	0.15761626
</S>	0.0052160076	0.0060818107	0.34287336	0.03656651	0.07495834	0.059736814	0.117187664	0.35737953
