 	sono	stato	sempre	poveretti	</S>
ì	0.6513849	0.0016960332	0.029471714	0.224668	0.09277936
m	0.029491052	0.88199246	0.03270248	0.0020993135	0.05371465
e	0.54886323	0.3423212	0.044300478	0.06320914	0.0013059558
s	0.70126283	0.28954735	0.0068377275	0.00081354	0.001538446
t	0.005974864	0.6244308	0.31190437	0.0015529041	0.056137115
a	0.0074919895	0.9558589	0.035919204	4.432765e-05	0.00068553456
m	0.3470974	0.64437306	0.007055334	0.0004965955	0.0009776009
m	0.30841833	0.0685591	0.5760612	0.04352497	0.0034364099
è	0.07662731	0.7906662	0.1231463	0.008806633	0.00075356796
n	0.01287637	0.864399	0.122646965	3.4346754e-06	7.427816e-05
a	0.16084805	0.046303123	0.72267854	0.06708152	0.0030887194
p	0.13513674	0.787977	0.047668085	0.010507656	0.018710533
à	0.50713825	0.19177257	0.11731724	0.14574389	0.038028054
n	0.0019814475	0.20017779	0.3441324	0.18368024	0.27002814
t	0.06198835	0.043130003	0.16112955	0.6324651	0.101286955
a	0.25433457	0.13947608	0.35820845	0.24409483	0.0038861379
t	0.015738832	0.26092172	0.4973186	0.0381516	0.18786927
e	0.70474744	0.1370092	0.007675739	0.1258427	0.024724921
c	0.00998268	0.09082497	0.18538775	0.32710743	0.38669714
h	0.5074366	0.08749325	0.02823446	0.3575147	0.019320963
ù	0.120080635	0.10935411	0.12857358	0.61454815	0.027443537
d	5.555586e-06	0.00055798865	0.02859704	0.6732766	0.29756275
d	0.037484452	0.008623722	0.0029080093	0.8411853	0.10979863
h	0.10307669	0.010081421	0.011709322	0.8728788	0.0022536863
i	0.30093408	0.022816598	0.07899584	0.58452594	0.012727554
</S>	0.00022903533	0.0023863413	0.026398364	0.16747095	0.8035153
