 	mia	sorella	ancora	non	è	venuta	qui	</S>
t	0.48828104	0.22786324	0.1853479	0.01791579	0.003477758	0.013478317	0.008377457	0.055258486
i	0.08386336	0.86610734	0.02470849	0.0029314202	0.0057496205	0.013943274	0.0024159183	0.00028058235
n	0.17434767	0.75237465	0.05595609	0.0130819315	0.0025305336	0.0009313074	8.591347e-05	0.00069184374
a	0.031989854	0.07576892	0.07392386	0.22028793	0.3382495	0.07310848	0.00075971877	0.18591174
d	0.037863754	0.92818457	0.02386285	0.008673453	0.0006927165	0.00019053974	4.6932975e-05	0.00048521764
r	0.002214349	0.0015883391	0.018106936	0.0019310185	0.020152329	0.95031166	0.0033201966	0.0023752397
e	0.591489	0.19519828	0.08073162	0.05785193	0.044847973	0.004263266	0.001192014	0.024425946
f	0.35367656	0.5277415	0.05151436	0.057902582	0.0065626833	0.00047138435	3.8669972e-05	0.0020922194
f	0.008299321	0.0010299679	0.0034254852	0.00066352246	0.012110605	0.968683	0.0031229698	0.0026651488
ì	0.16047545	0.050742567	0.104564995	0.059749626	0.22557609	0.16508436	0.097525194	0.1362817
m	0.35858676	0.17382608	0.16964176	0.25066885	0.04359163	0.0018820476	0.00010269925	0.0017001686
m	0.0851875	0.06339666	0.09071224	0.06350165	0.24446918	0.2651377	0.17570946	0.011885616
u	0.16199084	0.05531845	0.26617175	0.05314396	0.39818025	0.058599856	0.00575169	0.0008432252
a	0.22714397	0.21444814	0.07131511	0.26204243	0.22167036	0.0014163238	5.0262475e-05	0.0019133687
n	0.00033395432	0.0010754917	0.107816845	0.10451443	0.30575985	0.2987078	0.16701636	0.014775311
k	0.026938837	0.024056232	0.013990262	0.08753166	0.38223764	0.15435065	0.21464154	0.09625316
ò	0.38315222	0.069850005	0.13443342	0.06653033	0.27307573	0.03702794	0.032038502	0.0038918392
r	0.12982278	0.11333633	0.17676727	0.2663799	0.18642028	0.067463055	0.027920794	0.031889543
a	0.02954311	0.021589788	0.13303822	0.060289234	0.15312482	0.46742138	0.124067426	0.010926094
e	0.035956383	0.06953048	0.07349179	0.37139055	0.43290952	0.0028604825	0.00029416525	0.013566633
n	7.955019e-05	0.00020589934	0.0075781904	0.010920964	0.04124733	0.37909982	0.54032236	0.02054588
ì	0.0005418836	0.00051099004	0.0001861188	0.0010583095	0.0014165784	0.01464935	0.29774722	0.68388957
r	0.012040722	0.028888626	0.04279684	0.15492778	0.047352318	0.012230901	0.38348392	0.31827897
t	0.03931407	0.01778231	0.011554243	0.016995076	0.016284805	0.123186044	0.69380754	0.081075884
e	0.22530802	0.020929756	0.023425322	0.015761055	0.06544817	0.062279165	0.55100065	0.0358479
e	0.0057347487	0.002179538	0.009968018	0.034343384	0.18074726	0.2699255	0.04133741	0.45576414
t	7.779259e-06	6.467945e-06	0.00021780063	0.00038387073	0.0014909764	0.055557914	0.88982576	0.05250953
t	0.0019254838	0.0013222934	0.0001532037	0.0009097637	0.0013400471	0.0099677965	0.7398084	0.24457301
ù	0.037420966	0.008042491	0.0021505966	0.0037234623	0.004326803	0.00915188	0.74375314	0.19143067
</S>	0.0014105318	0.0008490288	0.00070969027	0.0050729094	0.0074254773	0.04389647	0.15800598	0.7826299
