 	se	vieni	a	casa	ogni	sabato	</S>
a	0.2511063	0.000390722	0.0025357134	0.6780759	0.0057455315	0.049969867	0.0121759465
n	8.810186e-05	0.03680962	0.9577606	0.00019850179	0.0018682325	0.0028869407	0.00038813017
è	0.00045870247	0.8275364	0.055698216	0.0071976976	0.033739228	0.0019869178	0.073382914
r	0.00051142095	0.9057575	0.09300461	0.00045442497	0.0001530802	7.597521e-05	4.2887244e-05
t	0.0028464592	0.0019687188	0.86855173	0.040338337	0.0037631877	0.078384385	0.004147133
i	0.02622958	0.53612673	0.4010061	0.018183524	0.015386446	8.697747e-05	0.00298063
è	0.08221364	0.13977464	0.6617026	0.09990443	0.015655158	0.00068231893	6.728045e-05
s	0.16189496	0.24801119	0.16629688	0.101506636	0.3213221	0.00081375777	0.00015449281
s	0.00088547566	0.038210437	0.5935756	0.01420204	0.052324943	0.24687436	0.0539271
u	0.05109354	0.3886332	0.14108825	0.025321918	0.36878714	0.0052259914	0.019850008
k	0.09051988	0.12160835	0.24981306	0.38112092	0.13526498	0.02063986	0.0010330913
u	0.14133267	0.00907916	0.38025412	0.019949665	0.004899365	0.2923554	0.15212964
à	0.0339312	0.17804952	0.046873014	0.21781105	0.44603828	0.07360751	0.0036895408
i	0.0023547057	0.008856194	0.0021435628	0.0074109156	0.9462616	0.02865823	0.004314781
s	0.2935403	0.06714998	0.040829755	0.034744646	0.19595796	0.36152312	0.0062542693
à	0.0028442838	0.051124923	0.0013351806	0.0008018647	0.10947228	0.6392423	0.19517908
m	0.02832936	0.014224411	0.0036655215	0.08473348	0.3829681	0.46298835	0.023090778
b	0.015490853	0.005730456	0.023857525	0.00081026333	0.005573319	0.79813904	0.1503985
a	0.15663415	0.004246393	0.07486457	0.4091236	0.05639308	0.09471466	0.20402358
</S>	0.0336811	0.07799369	0.0086053675	0.025084952	0.51245946	0.22698876	0.11518671
