 	l	anno	che	viene	devo	mangiare	molti	dolci	</S>
o	0.75510544	0.11532884	0.06082572	0.014832565	0.0012365523	0.0011909682	0.030357007	0.0015360608	0.01958682
c	0.08813579	0.0269565	0.0010336557	0.0032746226	0.6430831	0.23574845	1.0648098e-05	5.7342815e-05	0.0016999622
h	0.024969846	0.0035357317	0.068380006	0.024835603	0.07605799	0.7490408	0.0012700309	0.03356742	0.018342655
r	0.050475944	0.014566241	0.04407095	0.014478849	0.651056	0.04664056	0.00069566205	0.0027390516	0.17527673
ò	0.17936572	0.6206509	0.037293915	0.02900582	0.08146993	0.04788547	0.0006609176	7.362974e-06	0.0036600174
n	0.5164129	0.020013755	0.29904792	0.001009497	0.15045193	0.01104932	2.8689492e-05	2.1496146e-07	0.0019858575
o	0.10513687	0.023408173	0.038618755	0.085573584	0.25400212	0.4887969	0.0033377074	2.6249081e-05	0.0010996009
k	0.41935512	0.056372948	0.35872507	0.028992584	0.13363375	0.0023756383	0.00011530719	1.7447535e-06	0.00042772663
a	0.03170076	0.00453522	0.011092788	0.034497272	0.05190606	0.6579522	0.035192896	0.08052023	0.09260259
m	0.059735987	0.06527146	0.26353487	0.16294415	0.40026957	0.02134434	0.0014449783	0.010655974	0.014798602
b	0.009474445	0.0019519558	0.005326799	0.011884928	0.00934266	0.07895785	0.15966436	0.4950239	0.2283731
è	0.035856526	0.018845867	0.020205691	0.010654599	0.12693536	0.6540679	0.019962942	0.03656495	0.076906204
n	0.04764244	0.0037780863	0.15824014	0.025574468	0.22463022	0.53760797	0.0024100174	1.8309476e-05	9.840155e-05
n	0.090523414	0.0026320214	0.015387277	0.011081194	0.008220551	0.47201297	0.06588894	0.2986152	0.035638496
i	0.0044908235	0.0009606094	0.0024603282	0.0022496579	0.00995486	0.95825297	0.018699232	0.0019196274	0.0010119166
è	0.022648696	0.010731564	0.09287674	0.063868724	0.25533542	0.3827253	0.020218652	0.110140495	0.04145448
n	0.0022896128	0.0028812876	0.025124434	0.116906695	0.26314056	0.21902213	0.09473073	0.025122939	0.25078163
a	0.031185308	0.029800454	0.07372522	0.15179329	0.070390336	0.43770027	0.15999283	0.0060538845	0.039358437
f	0.012202989	0.048874374	0.1329147	0.22404175	0.15162387	0.09655127	0.05045405	0.21262155	0.07071543
à	0.008254599	0.0011313126	0.005416674	0.006370829	0.0031454014	0.04277474	0.26635513	0.5430163	0.12353496
o	0.0012137941	0.008997926	0.010160682	0.07466553	0.08032853	0.22405782	0.3230347	0.08333034	0.19421068
p	0.0004769457	0.001070134	0.0017377876	0.048573572	0.002491838	0.0026916356	0.030766733	0.8284586	0.08373273
o	0.0009422508	0.00087801507	0.0044187303	0.0147317415	0.0010307365	0.019575907	0.018418359	0.9177564	0.02224783
d	0.0026879697	0.03322289	0.007194601	0.098131925	0.023606641	0.08098096	0.483544	0.23136297	0.039268043
d	0.005779356	0.0007886443	0.009103105	0.008432837	0.0043457197	0.07255518	0.1489923	0.66232157	0.08768132
h	0.006827201	0.00135925	0.0020411299	0.000502366	0.001114998	0.052864835	0.732898	0.14261124	0.05978103
à	0.0029685758	0.0002825357	0.0039317226	0.000862095	0.0037958417	0.06641677	0.43452317	0.16941081	0.31780848
g	3.0984917e-05	6.8706206e-05	0.0002262568	0.0010017705	0.0011896925	0.009470391	0.047494058	0.56311536	0.37740284
l	0.014985692	0.017530328	0.10588865	0.02034275	0.0062506245	0.06581799	0.18726158	0.5137147	0.068207756
i	0.014304618	0.022214856	0.00078514096	0.00095158024	3.4103698e-05	0.00875838	0.9361429	0.016596662	0.00021172067
c	0.0006962877	0.00044069043	0.0025587052	0.0029329546	0.0068670227	0.07921957	0.31605515	0.2122014	0.37902823
è	8.8471286e-05	5.365681e-05	0.027773917	0.016713561	0.00071597396	0.020757837	0.007594447	0.92231196	0.003990076
a	0.00028776738	0.00016735977	0.0007324609	0.0009201735	0.0017628914	0.023994558	0.24882421	0.43319446	0.29011607
</S>	0.00016567513	6.491026e-05	0.0071449247	0.014543681	0.0082191825	0.014492936	0.14623925	0.3331575	0.47597185
