 	è	che	sono	ancora	svegli	che	ha	la	luce	accesa	</S>
è	0.7724748	0.00850475	0.021458544	0.07741216	0.004107762	0.02880512	0.032046203	0.022012435	0.011276213	0.001414118	0.02048789
n	0.00038488623	0.030872919	0.00097649056	0.08508611	0.87921214	0.0019651626	1.0562066e-05	7.993084e-06	2.4464014e-05	0.0014287839	3.0398434e-05
a	0.0020187995	0.4518373	0.09481304	0.1903944	0.14055489	0.104941614	0.0038417685	0.00057842745	0.0017461336	0.0056366823	0.0036369024
s	0.027416913	0.6916751	0.091624066	0.11827152	0.056976438	0.013331343	7.5772885e-05	9.598639e-06	3.7006703e-05	0.00041110071	0.00017112559
t	0.00011523537	0.067177914	0.0048623485	0.050107025	0.7194307	0.10313366	0.015769878	0.0097499695	0.0025687	0.0016628659	0.025421692
a	0.07111831	0.3892462	0.025501648	0.02179751	0.024733681	0.19588864	0.24017817	0.007915644	0.00023599865	4.396001e-05	0.023340326
s	0.04775461	0.66990346	0.21990155	0.040427074	0.015407007	0.0060088933	0.00018115876	3.2638816e-06	7.8741095e-06	1.7849196e-05	0.0003873127
ù	0.0035130167	0.08381398	0.010941911	0.024721067	0.40948582	0.092493154	0.09876729	0.06094082	0.019576617	0.001966743	0.1937795
n	0.20381635	0.4078281	0.24649319	0.06688916	0.036090635	0.033859134	0.0045534405	0.00028609144	2.7215205e-05	1.5358242e-05	0.0001413742
a	0.02563699	0.17928793	0.11393066	0.12292114	0.06804372	0.2709977	0.11291819	0.0277567	0.017438872	0.018926945	0.04214114
n	0.096834995	0.19724323	0.5229601	0.09184947	0.0025065087	0.07023433	0.017543977	0.00054447947	5.1718544e-05	3.107138e-05	0.00020018603
k	0.0111635225	0.08931989	0.0179065	0.057567712	0.40965527	0.08376344	0.054198667	0.039186995	0.04319366	0.013266573	0.18077777
ò	0.1802507	0.27754462	0.017982947	0.016473357	0.034475803	0.12778525	0.14919142	0.028662803	0.026147766	0.0028988253	0.13858648
r	0.14896604	0.1940827	0.22348084	0.04178121	0.14743541	0.10986745	0.12912111	0.0044544614	0.00070790655	5.1970533e-06	9.763675e-05
a	0.0356713	0.045920774	0.030384317	0.05217036	0.07186465	0.2644164	0.16313021	0.11846128	0.11523708	0.059837714	0.04290588
a	0.037320696	0.09614158	0.27645802	0.03992019	0.004123583	0.19458951	0.30480722	0.044888824	0.00066113437	6.6771216e-05	0.0010224851
t	0.0003665728	0.0036356805	0.008092469	0.18330932	0.533672	0.16048254	0.06460329	0.018320804	0.022397466	0.0036843542	0.0014354918
s	0.0027979026	0.006903548	0.0024738826	0.0012950221	0.005259548	0.0032953534	0.005269313	0.012837701	0.074927546	0.040991727	0.8439485
ù	0.009767011	0.022325123	0.021254776	0.016044972	0.022147046	0.24447155	0.39779538	0.096644826	0.14088808	0.0010074574	0.027653845
n	0.007584837	0.023877915	0.037931584	0.026828427	0.22779883	0.13937998	0.41173106	0.061144717	0.03219256	0.0022415593	0.029288579
n	0.014569434	0.011198431	0.012535233	0.007586022	0.017145276	0.06480286	0.12838292	0.38090843	0.22871667	0.10044362	0.033711042
i	0.06610188	0.022756666	0.0030142684	0.0051898975	0.004560438	0.049925447	0.09539404	0.10241922	0.63199586	0.009050194	0.009592114
t	0.0038262813	0.00635804	0.007890377	0.011937492	0.033952698	0.06951583	0.34878933	0.4281198	0.0784556	0.00090531196	0.010249166
i	0.27895224	0.15641935	0.05063832	0.010038039	0.00941736	0.047072574	0.018285671	0.010357243	0.21753697	0.13273993	0.068542324
k	0.00075745664	0.00273674	0.0074908016	0.0013865209	0.0012023415	0.045854613	0.45625582	0.46107283	0.018825661	0.0001326312	0.0042845
a	0.017202115	0.004326207	0.0047580954	0.014351329	0.0064027417	0.015732938	0.006153658	0.011287589	0.49906328	0.35521954	0.06550252
è	0.0023199664	0.00082355837	0.004056344	0.008734446	0.0058583533	0.055148438	0.35059008	0.5046122	0.061463855	0.00050445646	0.005888306
c	7.1178442e-06	5.814695e-05	0.00012807056	0.005817211	0.22651874	0.0030893262	0.0072998065	0.017401135	0.16397177	0.4180961	0.15761267
h	0.1937099	0.24016175	0.08016276	0.038953632	0.022089772	0.061045274	0.013817609	0.0075261183	0.24560839	0.06405582	0.032868993
i	0.0656868	0.017640349	0.0024391934	0.00042561328	0.0004516874	0.017392742	0.20055535	0.3688862	0.27127117	0.0032180685	0.05203283
o	0.00070162694	0.0008710214	0.0009597102	0.0025996892	0.015536658	0.008438185	0.04457665	0.21590589	0.4725937	0.07678081	0.16103606
l	4.080139e-05	0.00014213921	0.0003002982	0.0008519382	0.008132015	0.0020075194	0.0066018817	0.055888906	0.3753041	0.3589013	0.19182913
ù	0.006137467	0.0010952962	0.0018092592	0.008010203	0.00395815	0.008945211	0.007121739	0.021374622	0.4937111	0.31526202	0.13257499
s	0.008387116	0.0014525265	0.002533035	0.0113745285	0.011286894	0.02248221	0.10238375	0.13337888	0.120272584	0.18494853	0.40149993
t	0.0044148355	0.00066789676	0.00050539663	0.00064429163	0.014458146	0.0044509387	0.0042178496	0.012886595	0.18252285	0.73405695	0.041174248
r	0.0273253	0.002602128	0.0003331035	0.0010067694	0.002704534	0.015689533	0.019917019	0.03874247	0.72955114	0.14576878	0.01635925
o	0.008614525	0.00023230513	2.8552182e-05	0.00023255448	0.0009097087	0.0012610869	0.0006867552	0.0011283408	0.08889574	0.88125676	0.016753715
a	0.0016229858	0.0018444596	0.0013980882	0.00028745827	0.0031803672	0.0024106284	0.019044733	0.09960434	0.25861925	0.067018315	0.5449694
n	1.1318026e-05	0.00017023075	0.00032880076	0.0003303156	0.00628955	0.0008261668	0.0023494086	0.023779051	0.2044338	0.59058523	0.17089613
a	0.005954502	0.0137390345	0.017741844	0.0005902546	0.0003722469	0.006611503	0.020832518	0.035876527	0.10037607	0.34858555	0.44931987
m	0.00041937674	0.00030815316	0.0031487725	0.00085336954	0.00029549078	0.022820698	0.24381946	0.54402363	0.15453991	0.002415435	0.027355654
m	0.03106293	0.029671872	0.03416564	0.019732632	0.0027337645	0.038671497	0.012219953	0.009724359	0.1625295	0.638336	0.0211518
è	0.08166855	0.008516175	0.0036211987	0.00071052666	0.00031359342	0.010902273	0.046582907	0.09052428	0.51882017	0.091335736	0.14700457
n	0.0004222435	0.00022777036	9.545716e-05	1.6373242e-05	0.000104849576	0.00029878807	0.0034334704	0.014712847	0.02636905	0.14311783	0.81120133
o	0.21307011	0.0038204973	0.0006531925	0.0022916852	0.03079953	0.018276075	0.008671227	0.005733523	0.12678766	0.56187356	0.028023014
</S>	0.013833242	0.006893655	0.0025657148	0.00019375159	0.0023631426	0.0038259898	0.03630332	0.13305798	0.29967627	0.0192349	0.4820521
