 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
k	0.041329354	0.010651248	0.7641871	0.05998316	0.0049936343	0.075686745	0.012734859	0.030433854
u	0.1523368	0.09279193	0.12594171	0.2960881	0.02349124	0.27022845	0.025701258	0.013420473
à	0.4549349	0.3004853	0.08992939	0.13078336	0.005600175	0.01583423	0.00034958727	0.0020830394
i	0.30407554	0.6923404	5.9814403e-05	0.0032351774	6.0863986e-05	0.00018690764	1.5539634e-05	2.5728701e-05
m	0.18580213	0.5588563	0.08666772	0.094868995	0.034295272	0.027436296	0.010194835	0.0018784141
è	0.00073420844	0.00047603212	0.0012501306	0.050943393	0.19143003	0.6453802	0.10687914	0.002906904
r	0.21390277	0.7779377	0.0010746756	0.006904724	0.00013999379	3.6042395e-05	3.491147e-07	3.6470296e-06
i	0.0022988876	0.0041738306	0.060706202	0.30229232	0.2230012	0.35252014	0.032912463	0.02209495
n	0.11795509	0.36838442	0.38552472	0.10912652	0.015692497	0.0030047754	3.689063e-05	0.00027508033
g	0.016357698	0.03437459	0.0031847905	0.09009781	0.0572809	0.60047764	0.047909122	0.15031746
h	0.01166435	0.005368349	0.003082591	0.27519667	0.13462523	0.5407305	0.0035619205	0.025770398
ì	0.026187288	0.04545084	0.01812296	0.58512765	0.20950878	0.10472167	0.0004835057	0.010397338
z	0.07918405	0.8326321	0.011125868	0.055127863	0.010621107	0.0024510091	0.00198332	0.006874704
i	0.0002375522	0.00074345694	0.017625289	0.21389784	0.44011837	0.2305355	0.08127307	0.01556891
n	0.045391507	0.17304833	0.14751512	0.44836912	0.17208149	0.0069417385	8.4707885e-05	0.00656807
a	0.005742285	0.0051210234	0.0010826468	0.026605045	0.049784705	0.31889737	0.4551689	0.13759802
v	0.012753996	0.060271274	0.37104923	0.36784303	0.15800917	0.018213553	0.00060764345	0.011252083
o	0.0010102751	0.00039641408	0.00020610388	0.008945459	0.036994968	0.45410153	0.48399928	0.01434593
r	0.04463635	0.14568797	0.22027889	0.21379156	0.13596399	0.20458621	0.010685991	0.02436898
à	0.0030212852	0.0017134204	0.00029610275	0.0029420194	0.0058394433	0.05856506	0.65950453	0.26811814
s	0.059502102	0.27125698	0.00488111	0.025663719	0.012640079	0.0112278005	0.23561001	0.3792181
o	0.004066187	0.01077622	0.09328501	0.06520123	0.09749119	0.05407295	0.51328754	0.16181967
m	0.05971613	0.1835955	0.076148234	0.2457093	0.21944268	0.031202124	0.0060548964	0.17813115
e	0.00016365762	0.00013237164	0.0008830169	0.0049614147	0.031868458	0.1292667	0.8289479	0.0037763843
o	0.07660749	0.28313798	0.086183056	0.13945447	0.12864171	0.050293647	0.021015339	0.21466637
t	0.00040575498	0.001506778	1.266966e-05	0.00152298	0.0037527527	0.006014393	0.7460967	0.24068807
s	0.00095051783	0.0022156157	0.0018266004	0.004829057	0.00624281	0.019228421	0.49835765	0.46634936
o	0.0029950738	0.005732308	0.07651468	0.034189668	0.05339571	0.08983687	0.19758318	0.5397525
m	0.009709039	0.025168527	0.008964184	0.0048396573	0.0068636658	0.018006375	0.33414984	0.5922987
ì	0.0006304351	0.0002296385	3.9260263e-05	0.01017692	0.04794429	0.12024622	0.8067131	0.014020143
</S>	0.00086342817	0.0023466137	0.0020688649	0.01200531	0.023233205	0.005650875	0.16675602	0.78707564
