 	hai	già	mangiato	</S>
ì	0.71530014	0.01776569	0.054288767	0.21264544
s	0.8736924	0.121806055	0.0034723082	0.0010292521
e	0.0024275666	0.98445743	0.012810916	0.0003041651
g	0.03783961	0.9621025	5.268272e-05	5.235908e-06
i	0.27004752	0.07276204	0.6363931	0.020797329
à	0.02611259	0.9707451	0.0021880635	0.00095423375
f	0.014287428	0.1516838	0.6442125	0.18981634
a	0.034638453	0.033067282	0.9002998	0.031994496
m	0.025455818	0.8479246	0.106480174	0.020139368
è	0.032021254	0.006479248	0.9372796	0.024219906
n	0.02535497	0.03689132	0.81284994	0.12490387
a	0.12928437	0.005719681	0.8406385	0.024357446
</S>	0.00094345544	0.02434464	0.606077	0.36863485
