 	mi	si	gonfiò	il	dito	</S>
m	0.46416402	0.08514999	0.039224956	0.18366991	0.017672384	0.21011871
u	0.21806571	0.48496392	0.14042549	0.13054632	0.025168288	0.0008301684
b	0.100075364	0.66329	0.045837395	0.07658628	0.08744184	0.026769195
r	0.018783027	0.0024548816	9.287259e-05	0.87130904	0.10452095	0.0028391895
i	0.6660071	0.21096379	0.007907228	0.09859275	0.005892134	0.010636999
s	0.3195179	0.5790279	0.013006172	0.019677036	0.013389018	0.05538192
t	0.04755066	0.01587349	0.0015434141	0.63316315	0.110353865	0.19151542
ì	0.08346703	0.08884502	0.009807316	0.8002369	0.0065661953	0.011077571
o	0.092832625	0.5596829	0.27104753	0.070232436	0.002131097	0.0040734163
d	0.014426339	0.021801265	0.01058475	0.1564242	0.78593016	0.010833321
à	0.0015466261	0.00036710093	0.0002272774	0.059405852	0.934096	0.0043570935
t	0.002486894	0.030588852	0.681356	0.08010906	0.11825894	0.08720017
t	0.018284706	0.034646314	0.036236394	0.11054254	0.7844754	0.015814582
i	0.35504344	0.10940384	0.1335637	0.3099366	0.09065599	0.0013963989
l	0.06410761	0.07510824	0.12712793	0.28242946	0.097932465	0.35329434
o	0.20088579	0.0047191405	0.0006929993	0.102007106	0.60516137	0.086533576
</S>	0.02496756	0.026305655	0.026224999	0.08163031	0.119560845	0.7213107
