 	non	ti	dimentichiamo	mai	</S>
e	0.89084613	0.0004452527	3.3577093e-05	0.010060337	0.09861468
s	0.00072074065	0.71289194	0.1434486	0.1264071	0.016531622
e	0.00017976927	0.46824765	0.46366513	0.016555397	0.05135203
a	0.00014655008	0.9323682	0.066559605	0.00029816577	0.0006274332
l	4.6641908e-05	0.37520674	0.20786041	0.41083458	0.0060515576
l	0.006993959	0.0029325234	0.0008985767	0.9640418	0.025133146
i	0.0029134715	0.4024465	0.586352	0.00653604	0.001751979
m	0.08708193	0.6523588	0.25986087	0.00015485268	0.0005435232
o	0.0035399925	0.00034789814	6.313454e-05	0.99479866	0.0012502637
n	0.12928157	0.8233682	0.03961641	0.0006958232	0.007038099
ù	0.0025074438	0.007851919	0.0058962735	0.93024254	0.0535018
m	0.005406346	0.1048237	0.8891281	3.8121776e-05	0.0006037315
e	0.17492698	0.0017973479	0.0004193309	0.7860784	0.036777962
m	0.11894348	0.2764804	0.59150577	0.0028332998	0.010237042
à	0.019353282	0.00012549873	4.535057e-05	0.9776685	0.0028074211
i	0.0031997492	0.04537621	0.9305428	0.002559428	0.018321753
</S>	0.0006339072	0.0026307972	0.00085479196	0.7663578	0.22952275
