 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.8743651	0.036952417	0.00087850157	0.014895453	0.008695034	0.022434918	0.019445628	0.0028702223	0.003382966	0.016079772
n	1.3658606e-05	0.0008817537	0.00028071206	0.9964592	0.0011861576	4.2004038e-05	0.0002541969	8.851963e-05	0.0007786103	1.5077806e-05
è	0.003991026	0.28765357	0.10298128	0.0030124178	0.12904766	0.013620096	0.011446669	0.029290926	0.0015722405	0.41738412
g	0.010200791	0.5285252	0.23684856	0.16294439	0.056116637	0.0025546278	0.0013718839	0.00012309197	0.00095752336	0.00035723674
r	0.32968	0.10488976	0.023454739	0.40763408	0.05028926	0.031240525	0.019357827	0.0071677975	0.022861041	0.0034250005
a	0.052477203	0.13845061	0.35237208	0.04442058	0.32284853	0.042693194	0.022223743	0.008989589	0.00028654299	0.015237856
t	0.1073705	0.6530137	0.18013151	0.029516894	0.028630191	0.00030020182	0.00042377433	0.00046897656	2.1539403e-05	0.00012277869
s	0.045953333	0.22462654	0.13573214	0.0060173413	0.037097882	0.004784355	0.09802982	0.03613842	0.05604401	0.35557616
a	0.0021465854	0.07044245	0.77609617	0.00088780373	0.11288036	0.0013828629	0.0093611535	0.015129887	0.00010848027	0.011564262
m	0.027208274	0.359645	0.4230983	0.015511886	0.1610567	0.0053589856	0.0013761742	0.0048484798	0.0003515895	0.0015446388
à	0.23986922	0.044566933	0.0061005047	0.032021597	0.010342126	0.0009296593	0.17281976	0.0077503575	0.42858663	0.057013232
i	0.0091624595	0.098412946	0.638793	0.0041938797	0.19636984	0.0057193027	0.040561445	0.0067443894	1.0885697e-05	3.1840336e-05
è	0.02171057	0.071114026	0.06820813	0.19544555	0.33566877	0.14770067	0.06263022	0.049743433	0.040150236	0.007628475
n	0.00071912043	0.00505412	0.39136776	0.0066723423	0.05881231	0.0072060474	0.2569648	0.26850706	0.0035272916	0.0011691316
a	0.08172888	0.18479547	0.11370206	0.02491875	0.06393198	0.14907134	0.040944025	0.052257795	0.16768296	0.120966725
g	0.035213728	0.056728974	0.05043691	0.071723945	0.1667805	0.60727465	0.004278474	0.004903529	0.0011015814	0.0015577135
r	0.20562007	0.027586522	0.003870151	0.057874054	0.010171585	0.010078549	0.11556556	0.015894338	0.45155007	0.101789065
à	0.033319972	0.032996323	0.053078108	0.00048208528	0.022229334	0.002867515	0.15445955	0.17279622	0.021222852	0.50654805
m	0.0017801377	0.010801999	0.09348052	0.0024909412	0.077087544	0.027971424	0.27112257	0.507117	0.002239835	0.0059080184
m	0.14597395	0.18555896	0.053672966	0.0050267037	0.024015162	0.0089429645	0.05242418	0.023489207	0.35019952	0.1506963
a	0.15055144	0.02196382	0.008237957	0.0030565732	0.040026776	0.009723436	0.5569984	0.13914937	0.014133344	0.056158837
s	0.017713048	0.05866998	0.20167068	0.005977313	0.16964512	0.24499914	0.11913876	0.10005153	0.007880067	0.074254446
o	0.025697855	0.075317934	0.054871336	0.0007315801	0.011356341	7.516856e-05	0.05011142	0.02770603	0.4191253	0.3350071
n	0.0059666447	0.018145962	0.017585285	0.0022160148	0.03755309	0.85045207	0.015188305	0.02511577	0.004770064	0.023006776
a	0.014794116	0.00994758	0.0042622983	0.0007091038	0.0012065495	0.00019797705	0.0028355524	0.0053070537	0.5494341	0.41130567
d	0.0042723576	0.007918035	0.0036570348	0.0015736114	0.010876786	0.9226815	0.007448535	0.018186688	0.0048747137	0.01851071
e	0.038587116	0.008510761	0.0014275608	0.007820262	0.0026012866	0.0017066416	0.012671084	0.005639087	0.75031316	0.17072302
r	0.0053445385	0.0053450223	0.0076937424	0.0050657997	0.00782854	0.89254385	0.013268485	0.021976078	0.009819419	0.03111464
f	0.015418208	0.0032100615	0.0007607172	0.0007682924	0.00053480413	0.0004571681	0.001827188	0.0039529526	0.57638973	0.39668086
ò	0.035464115	0.0064292806	0.0060345163	0.00021045233	0.0049945693	0.0013787495	0.032273635	0.08850692	0.07986225	0.74484545
m	0.0012147434	0.0016456806	0.011753475	0.0002962823	0.0033528307	0.025605809	0.04248612	0.5651679	0.13709751	0.21137965
m	0.23397857	0.07751779	0.01872915	0.0020459143	0.008809868	0.008437294	0.034651194	0.031461906	0.34498924	0.23937911
u	0.1543807	0.0064961873	0.002745548	0.0028481905	0.009791489	0.035285506	0.5113359	0.12761138	0.08932952	0.06017557
</S>	0.0028412573	0.00918758	0.037687868	0.00041915162	0.008304095	0.012101922	0.061048936	0.1955384	0.10350923	0.5693616
