 	non	so	cosa	stai	scrivendo	</S>
e	0.77993405	0.0005957957	0.017628005	0.106777616	0.07538959	0.019674972
n	0.00040853518	0.057093825	0.9291074	0.01156563	0.0015980772	0.00022649564
e	0.0002530553	0.78669834	0.007106359	0.0511111	0.0027976322	0.15203358
t	0.0002349532	0.8298001	0.1674282	0.002352772	1.2011313e-05	0.0001719325
s	0.0065983385	0.33204874	0.03177797	0.022933064	0.031316686	0.57532525
è	0.0021718747	0.989906	0.0027124223	0.0038897793	2.6483613e-05	0.0012934759
r	0.023649769	0.806831	0.013968749	0.15511452	0.00040501388	3.099819e-05
o	0.18423954	0.06705023	0.4044736	0.0299234	0.30952102	0.004792145
e	0.1330354	0.3270635	0.48322332	0.054285612	0.0022121537	0.00018006023
s	0.014996551	0.024766596	0.16776419	0.6115471	0.17907847	0.0018470187
ù	0.0009319529	0.03895301	0.0009154975	0.014628938	0.6154061	0.32916448
t	0.009712865	0.028568504	0.021123394	0.8576406	0.07717801	0.005776575
i	0.13715282	0.013266123	0.048141405	0.10517005	0.6288405	0.067429036
s	0.073565595	0.12921153	0.11882071	0.36655664	0.28942522	0.02242023
t	0.007380034	0.0031853814	0.0011018777	0.0018467644	0.8110176	0.17546839
e	0.04023049	0.026424479	0.042191178	0.13642195	0.15279569	0.6019362
g	0.0047080438	0.010319269	0.0015699295	0.035318278	0.7858644	0.16222008
r	0.19647369	0.007993607	0.026716392	0.0008979456	0.637678	0.13024035
à	0.048888266	0.13521127	0.00849138	0.04016208	0.20748168	0.55976534
f	0.00061126123	0.0021272232	8.141053e-05	0.0032978372	0.8491416	0.1447406
i	0.6353077	0.015919399	0.027343802	0.005976371	0.25882846	0.05662414
</S>	0.0075594997	0.029367212	0.0007369515	0.009407313	0.37460053	0.5783285
