 	non	aveva	dove	aveva	per	stare	</S>
e	0.90002024	0.02194669	0.033141535	0.00906002	0.0094732065	0.008084203	0.018274011
n	0.0071625286	0.10658334	0.0028991427	0.1487685	0.6901791	0.044041023	0.00036629572
ì	0.007841612	0.2602578	0.1815376	0.11356597	0.4351139	3.5647157e-05	0.0016474145
c	0.024726896	0.9317467	0.012323454	0.016215181	0.014882434	7.068724e-05	3.4612527e-05
h	0.0019073541	0.0028194	0.00042275153	0.04019455	0.7103793	0.2437202	0.0005564195
e	0.2803196	0.58383906	0.09220266	0.033179317	0.01037559	2.0345913e-05	6.3410065e-05
p	0.0825394	0.3732936	0.31621012	0.20776176	0.018726826	3.0931427e-05	0.0014373816
u	0.00046985067	0.000112701906	4.0964085e-05	0.015144034	0.9713789	0.012815331	3.823549e-05
ì	0.04947541	0.17423202	0.6763935	0.09293119	0.004701309	3.963848e-05	0.0022268957
c	0.0010774911	0.039779082	0.06307133	0.33516714	0.33815703	0.07640807	0.14633983
h	0.00076773285	0.0011361407	0.0002684809	0.0030273083	0.0672844	0.9256958	0.0018201486
e	0.13126615	0.059495397	0.05980928	0.31337255	0.4290429	0.0065321913	0.00048163038
n	0.020906873	0.046305742	0.25161427	0.4832756	0.17586198	0.0011658121	0.020869723
a	0.004659051	0.005752241	0.0031270292	0.013974227	0.21742338	0.6540806	0.10098343
s	0.007610418	0.07476483	0.54645914	0.2748735	0.04601579	0.0014322316	0.048844032
t	0.00041074632	0.00033018432	0.0001406678	0.0003158564	0.013798014	0.62862504	0.3563795
a	0.0069135907	0.009138825	0.0027793646	0.005787928	0.22574633	0.5946146	0.15501933
t	0.012357646	0.031038288	0.23205261	0.07020228	0.0761878	0.010385005	0.5677764
ì	0.00042319018	0.00058421295	7.315052e-05	0.00010126311	0.0035233728	0.82900286	0.16629195
</S>	0.0007557728	0.0017474216	0.01416558	0.0066993567	0.022227513	0.041634716	0.9127697
