 	Valeria	legge	il	giornale	</S>
e	0.35047695	0.097509086	0.30449846	0.08346222	0.16405334
V	0.031503893	0.00011351464	0.8897003	0.06929518	0.009387094
a	0.16862577	0.0039966363	0.81356394	0.0030622066	0.010751474
l	0.87812513	0.00015891012	0.11453102	9.630916e-05	0.007088692
è	0.09573853	0.0004854455	0.67703146	0.06361298	0.1631315
r	0.8998056	0.004945845	0.09214114	0.00025081704	0.0028566269
i	0.79429805	0.0060891444	0.14944328	0.0353418	0.014827643
a	0.92806643	0.019348018	0.051711753	0.00012669567	0.0007471513
m	0.040062286	0.011736893	0.9376781	0.009044851	0.0014778648
e	0.19444852	1.0333675e-05	0.123318896	0.6584317	0.023790495
l	0.83069205	0.08569057	0.07424938	0.00076301565	0.008605053
e	0.009389054	6.6019995e-05	0.052104533	0.6517193	0.28672108
t	0.20059226	0.39039007	0.37026444	0.0028197153	0.035933528
à	0.0017098151	2.3128303e-05	0.0070583276	0.5660961	0.42511258
o	0.08425251	0.73539937	0.10017032	0.013738033	0.06643979
g	0.008105816	0.10842862	0.42469844	0.3928118	0.06595531
i	0.04438362	0.00010739981	0.0151858935	0.90445924	0.03586382
o	0.022828927	0.83298343	0.097007714	0.0150693115	0.032110605
r	0.00020990465	0.00042632723	0.042045202	0.5413665	0.41595206
n	0.0016472621	0.00024339974	0.004709007	0.52383745	0.46956283
à	0.0383725	0.0008455192	0.023415424	0.31937084	0.61799574
l	0.017356537	0.14964019	0.056946054	0.42550418	0.35055304
e	0.0149457995	0.0016153568	0.0025003045	0.9455523	0.035386153
</S>	0.016673276	0.007028604	0.03393339	0.15830392	0.78406084
