 	voglio	che	Maria	è	di	venire	domani	</S>
t	0.68206507	0.001085377	0.00028702634	0.005297674	0.02957378	0.18567072	0.006871452	0.08914893
è	0.0003994573	0.04931817	0.17529131	0.7620721	0.00076200697	0.00046739454	0.0116716	1.7945673e-05
l	0.6598183	0.23090024	0.067062065	0.03538826	0.00535051	0.0014161057	7.6455e-06	5.676403e-05
o	0.30680177	0.0059914053	0.0128267715	0.2230526	0.3598148	0.06158477	0.028181113	0.0017467705
k	0.04147641	0.6241674	0.1913416	0.1382963	0.004276466	0.00042231922	3.4114942e-06	1.605641e-05
a	0.048649743	0.00015011379	0.00060171227	0.045831554	0.32874793	0.50742203	0.06693797	0.0016589141
i	0.0057461644	0.45687726	0.19498764	0.2733502	0.06452025	0.0044133193	4.0687733e-05	6.448447e-05
M	0.00029294545	0.002726759	0.0076009305	0.03607429	0.6084483	0.15463957	0.18041264	0.009804459
a	0.07274256	0.0007792984	0.0020145741	0.0152652	0.02654801	0.48552907	0.22437842	0.17274289
r	0.004993694	0.6493878	0.30980128	0.033602867	0.0020522056	8.102627e-05	5.464545e-07	8.058755e-05
ì	0.0035729813	0.0031750656	0.0037688876	0.0039160345	0.003805937	0.13549092	0.61893666	0.22733358
a	0.0046680267	0.7399943	0.23192228	0.017915865	0.0029844998	0.001639105	4.4107877e-05	0.00083188
è	0.0044548265	0.005971424	0.014845145	0.028552601	0.5926797	0.20753847	0.13013026	0.015827596
n	0.0003067015	0.0038307132	0.0032412382	0.0020114214	0.2123973	0.37347558	0.36127725	0.04345976
a	0.04970266	0.025733456	0.04208755	0.032957233	0.0769557	0.08085743	0.26805097	0.42365497
r	0.013852273	0.37907803	0.47922125	0.059136093	0.05157487	0.013674454	0.0001499093	0.0033131274
t	0.019952584	0.00034258203	0.000701242	0.0022066066	0.015210898	0.103563	0.70076376	0.15725939
i	0.24058308	0.05772686	0.11454756	0.08699787	0.0388721	0.11032779	0.012049166	0.3388956
à	0.013238658	0.30066603	0.18800896	0.032934558	0.11376604	0.112748854	0.017042616	0.2215943
v	7.600589e-06	0.00022501202	0.00016163586	0.00013068292	0.03238715	0.09141564	0.80400324	0.07166915
v	0.0006300797	0.00035953196	0.00076400215	0.0007568752	0.00027900247	0.00034110664	0.9910358	0.0058335713
r	0.7605088	0.054644834	0.098552816	0.022159923	0.005815606	0.0148532195	0.00302399	0.040440805
i	0.99512863	1.863948e-05	3.9389277e-05	1.8317018e-05	2.4727278e-05	0.00014828758	0.0045094686	0.00011259294
</S>	0.008843965	0.018807733	0.013866339	0.003932721	0.02787354	0.04333382	0.075360365	0.80798155
