 	lo	sentii	ee	che	arrivava	</S>
t	0.58258504	0.0040335148	0.01572666	0.02731262	0.21447359	0.15586859
o	9.5933734e-05	0.88337785	0.10427671	0.012249431	2.8302935e-08	6.060695e-08
n	0.07118251	0.68683094	0.21889812	0.022761216	8.389229e-06	0.00031885895
ì	0.0003468376	0.13725145	0.0862534	0.764247	7.7082944e-07	0.011900591
k	0.02341812	0.8451518	0.09916892	0.031961646	6.3303733e-06	0.00029327918
u	0.13918789	0.19497752	0.48513523	0.15225889	0.028384946	5.553632e-05
s	0.7456693	0.19967917	0.039920527	0.013400553	0.0011828315	0.00014752752
a	0.003679725	0.04881683	0.058821302	0.8481067	0.00026534402	0.040310062
e	0.012443451	0.50255764	0.2832697	0.20167795	4.807593e-06	4.6479952e-05
e	0.0095595475	0.09022281	0.1382658	0.7362834	0.006482285	0.01918613
k	0.0060933945	0.048095476	0.09082253	0.80895996	0.0140520325	0.03197665
a	0.035621032	0.020608036	0.072028294	0.31087765	0.49450156	0.066363394
è	0.007978155	0.0041095843	0.017252186	0.08850962	0.8589781	0.023172366
s	8.9122346e-05	8.37423e-06	0.000110587964	0.0019414644	0.9849378	0.012912742
t	0.0027775795	0.0018701786	0.003617889	0.06380052	0.8046604	0.123273395
a	0.053333845	0.037702158	0.09706892	0.3757409	0.052810628	0.38334358
z	0.0019584885	0.00075109943	0.002306702	0.025483808	0.8582138	0.1112861
z	0.020619538	0.005029933	0.013590019	0.033794634	0.88871276	0.03825311
e	0.20203292	0.10738507	0.1306361	0.21980645	0.061551016	0.2785884
</S>	0.00063885143	0.00015058766	0.00068497227	0.005769536	0.63513577	0.35762027
