 	voglio	che	Maria	venga	domani	</S>
i	0.79082835	0.0014601646	0.00069360953	0.16433112	0.008721652	0.033965096
t	3.6721192e-06	0.022753779	0.037462514	0.5601111	0.37918898	0.0004799431
è	0.018166838	0.73195225	0.22990336	0.01709155	0.00035895876	0.002527125
l	0.27888483	0.59264326	0.109950416	0.018305741	4.962157e-05	0.00016617095
o	0.12840815	0.0021755903	0.0014946875	0.82120925	0.04477753	0.0019348441
i	0.044346835	0.7287378	0.22541036	0.0014992601	1.2793611e-06	4.4984063e-06
M	0.00080336747	0.005451155	0.011426372	0.7067251	0.2732752	0.0023188042
a	0.030895688	0.00041315847	0.00039183442	0.5768612	0.23902114	0.15241703
r	0.011100503	0.7514211	0.23731282	0.00014775917	1.7642083e-07	1.7685798e-05
ì	0.0008504195	0.0010877176	0.0009972595	0.3449077	0.3986629	0.25349402
a	0.009857553	0.7707977	0.21690227	0.0010516146	0.00035750426	0.0010332459
n	0.002866671	0.002648268	0.005546174	0.5063185	0.44488966	0.037730657
a	0.020711109	0.038846888	0.019236978	0.08408495	0.1909272	0.64619285
r	0.006465648	0.38816038	0.597957	0.003995579	5.0866947e-05	0.003370473
t	0.00091100537	0.00019404787	0.0002375439	0.07513344	0.7651324	0.15839155
i	0.5965491	0.15540615	0.097675	0.0015467367	0.0086986935	0.14012435
à	0.022507941	0.54066294	0.35525253	0.0060647717	0.0006270251	0.074884795
v	4.7802383e-05	0.0002670417	0.00015928339	0.017349927	0.9266302	0.05554574
v	0.00034430047	3.5346657e-05	2.2076632e-05	0.010921589	0.9779781	0.010698581
r	0.8387147	0.07555015	0.06917694	0.000556738	0.0021537796	0.013847703
i	0.99624217	3.8408954e-05	1.2722549e-05	0.00015917959	0.0034728239	7.4797324e-05
</S>	0.017004982	0.019795276	0.013132612	0.040441923	0.07781769	0.8318075
