 	non	ha	mangiato	mai	un	rustico	</S>
e	0.97233665	0.0034622233	0.007111484	0.0035383042	0.0019514755	0.0018834529	0.00971633
n	0.00038751482	0.018813394	0.012837184	0.931885	0.010035618	0.020824809	0.0052164895
è	0.00040200178	0.37650475	0.026078342	0.0477775	0.34459922	0.0048219934	0.19981615
c	0.0060348664	0.86177915	0.012897471	0.077458955	0.027536761	0.0072844	0.007008363
h	0.06271767	0.019067869	0.004245178	0.7777066	0.022744965	0.10596428	0.0075533446
i	0.060763944	0.8077368	0.10914545	0.02021178	0.0021268672	2.9936366e-06	1.2156149e-05
f	0.054215316	0.23491603	0.5409083	0.15693378	0.012372944	0.00048244523	0.00017119451
a	0.06915962	0.0015380111	0.0004161221	0.5041682	0.027166948	0.38463613	0.012914917
m	0.047909223	0.41517335	0.49989137	0.024593445	0.012190961	6.867046e-05	0.00017303128
è	0.07705708	0.0022717933	0.0010956024	0.26327983	0.028244387	0.59647423	0.031577047
n	0.01032427	0.12314989	0.04418934	0.01532354	0.797235	0.008212549	0.0015654563
a	0.36782503	0.021868737	0.027033621	0.4024755	0.09707201	0.062996015	0.020729037
m	0.035209335	0.23770656	0.31725007	0.1536392	0.25329903	0.0014126085	0.0014832176
à	0.16750938	0.0058021354	0.0027845136	0.17735505	0.012238172	0.6125466	0.021764131
i	0.0009387486	0.0048047127	0.0022406748	0.007959378	0.9225502	0.05752263	0.0039836667
è	0.0017124747	0.0014903494	0.0034392693	0.20615573	0.6384348	0.13858432	0.010182923
n	1.0386932e-05	0.00037514488	0.00011696526	0.0043547526	0.9493996	0.041273087	0.0044700657
a	0.048644982	0.11979824	0.039878838	0.03421778	0.13934256	0.3806033	0.23751426
n	0.0747824	0.082584105	0.2197912	0.17480896	0.40624982	0.01962523	0.022158233
r	0.082869954	0.03865741	0.010309492	0.0051421644	0.022035342	0.4317696	0.40921602
ù	0.050740346	0.018625582	0.012436857	0.035065755	0.12081781	0.41045198	0.3518617
s	0.0034056841	0.023665827	0.008391537	0.018769925	0.65571266	0.21725509	0.07279927
t	0.028536035	0.005923844	0.002005413	0.004860626	0.01311315	0.9014462	0.044114646
i	0.21088736	0.0061450284	0.0014255709	0.04862808	0.013668488	0.698789	0.020456426
k	0.0046170796	0.038791694	0.008041264	0.0107597485	0.35286185	0.2918335	0.29309487
o	0.11048756	0.01871474	0.0015672605	0.0031774624	0.00030512817	0.8432604	0.022487415
</S>	0.019148597	0.07468577	0.018960249	0.016999148	0.35406098	0.18323311	0.3329121
