 	ha	pensato	che	il	ladro	è	entrato	dalla	finestra	</S>
e	0.7483678	0.0055320887	0.0068412647	0.027119156	0.04554749	0.042888753	0.0144506795	0.09256734	0.0026145373	0.014070851
p	0.0005439876	0.18634297	0.06617556	0.7456652	0.00019769382	0.00032804243	2.9384591e-05	4.0806815e-05	0.0004955232	0.0001809206
è	0.18298484	0.23042336	0.03110339	0.020296864	0.017950816	0.17830203	0.048621017	0.26402932	0.01449934	0.011788982
n	0.035795018	0.83277	0.12336838	0.0042775176	0.0005038746	0.0022166783	0.00012722638	0.00019515012	0.00025347003	0.0004926243
s	0.039610345	0.29176074	0.20175524	0.15440525	0.054161962	0.07872737	0.014694336	0.02269029	0.13841893	0.0037755293
e	0.013633371	0.8588478	0.062400535	0.0047933366	0.0025493952	0.04682201	0.0033658585	1.8453384e-05	6.124477e-05	0.0075079966
t	0.20270748	0.23361637	0.42091307	0.122003146	0.005821366	0.013997544	0.0003299167	4.6022735e-05	0.00037301143	0.00019208858
s	0.028929066	0.8339211	0.029564701	0.0025153228	0.0015045282	0.03323704	0.03550783	0.0117253205	0.0071992017	0.015895916
e	0.004125621	0.76701254	0.04969106	0.0018706872	0.0015552577	0.14024611	0.023338957	0.00013157504	0.0002735879	0.011754617
k	0.06528744	0.19548194	0.51432294	0.07105454	0.024619268	0.11983991	0.004091512	0.00066069816	0.0039526713	0.0006889989
a	0.07461387	0.04268515	0.016595287	0.008976471	0.0013231131	0.0036865384	0.0021608344	0.7959655	0.05246044	0.0015328281
o	0.06756379	0.042886235	0.14470889	0.076128274	0.3092918	0.31060126	0.03358842	0.007257788	0.0069709485	0.0010026273
l	0.0016955835	0.03869587	0.08588727	0.039718263	0.032415	0.21793067	0.049990598	0.09451002	0.43244964	0.0067070927
à	0.03458853	0.04089885	0.008339494	0.0027194975	0.0023639034	0.013341542	0.015989969	0.79901177	0.070642106	0.012104351
d	0.018597502	0.039179254	0.09769993	0.032825008	0.15647581	0.353515	0.26402074	0.026521767	0.0023699335	0.008795061
r	0.022339277	0.0061325454	0.005872734	0.0061403727	0.028246159	0.012149112	0.017699357	0.78941196	0.1108585	0.0011499553
o	0.11471183	0.036296614	0.018737918	0.002450616	0.001645192	0.111197665	0.09300164	0.61311555	0.0076494347	0.0011936004
m	0.009083461	0.012376047	0.01806245	0.0065895924	0.0629824	0.43622097	0.41310972	0.030237317	0.007295468	0.004042563
b	0.07304775	0.010972803	0.012667092	0.008279208	0.0007562845	0.0024293622	0.006065068	0.79969776	0.08569323	0.00039136468
ì	0.02841761	0.017959043	0.012925844	0.0027211409	0.0120595405	0.28454205	0.57520753	0.062579736	0.0033486553	0.00023884767
k	0.0013053556	0.002414628	0.007328144	0.002117813	0.009254613	0.111342385	0.7938014	0.02644703	0.037342537	0.008646061
e	0.15459684	0.008527281	0.01015725	0.003566416	0.00083891506	0.0022090562	0.00609444	0.7445242	0.06882312	0.0006625506
à	0.0075048534	0.009470345	0.0050581726	0.00043053404	0.0063158576	0.19794285	0.71394354	0.016905505	0.0045526093	0.03787569
t	1.0460293e-06	9.639407e-05	9.497223e-05	2.4436007e-05	0.00026956867	0.00026171957	0.0017287814	0.0038795073	0.8877377	0.10590579
t	0.0039819935	0.007706791	0.004481112	0.0009547765	0.021207111	0.00523513	0.034658343	0.65846103	0.25623792	0.007075805
i	0.08810314	0.0073959944	0.0049777846	0.000994293	0.0049996697	0.022848217	0.1415187	0.71596104	0.010923954	0.002277225
f	0.0049544163	0.009645142	0.0043116966	0.0006160696	0.008016722	0.06507938	0.3144605	0.31623033	0.0648183	0.21186747
i	0.3237905	0.065285675	0.03998213	0.004177936	0.00079201406	0.0054954267	0.025761638	0.33974254	0.1861039	0.0088682575
n	0.0028881838	0.0035918124	0.001288813	0.0004173644	0.014131347	0.030322006	0.21513164	0.5684892	0.026970046	0.1367696
è	0.06666029	0.01652789	0.0071507874	0.001464683	0.0007457661	0.0026712755	0.0064579556	0.45072666	0.3682618	0.07933288
s	0.000120018216	0.00030972992	0.00012439578	4.4967746e-05	0.0009830617	0.0020249386	0.01776063	0.03649744	0.7262319	0.21590295
t	0.035927217	0.01711383	0.01073871	0.0007507381	0.012421497	0.0060413484	0.08198962	0.1291951	0.66490436	0.040917575
r	0.047277473	0.003099431	0.0024930674	0.0014207169	0.014423683	0.0072731995	0.10818572	0.7769627	0.037495982	0.001368083
a	0.02992627	0.0029014347	0.0015624781	0.00065932266	0.0072597424	0.003267869	0.09227435	0.49828386	0.35562754	0.008237113
</S>	0.0019378049	0.0033167955	0.0009976915	6.5491135e-05	0.00083504745	0.0053964173	0.03684954	0.06643479	0.12364752	0.76051885
