 	è	che	stanno	ancora	alzati	</S>
è	0.80069023	0.014492011	0.0049822447	0.076342486	0.035711423	0.06778153
n	0.0073798434	0.10830565	0.7002859	0.15279256	0.024172284	0.0070637017
a	6.93085e-05	0.15715037	0.74122685	0.097539395	0.00031732954	0.0036967478
s	0.005925861	0.76696986	0.20420107	0.022566319	3.66408e-05	0.0003002241
t	0.00027255164	0.053870622	0.16353928	0.67313975	0.00011431692	0.10906346
a	0.037806187	0.3276393	0.6103679	0.022217	0.00029708268	0.0016725785
s	0.20072028	0.720112	0.076138385	0.002996482	4.5197844e-06	2.8312817e-05
ù	0.0019434558	0.053690255	0.125175	0.73929185	0.0005429364	0.079356425
n	0.15032192	0.6542193	0.19202955	0.0033050356	1.8794708e-05	0.00010543203
e	0.01560421	0.08573538	0.68158436	0.18258826	0.014679167	0.019808609
a	0.08715437	0.39749575	0.5059137	0.008945245	0.00021124553	0.0002796929
n	0.0017281371	0.006901021	0.14129262	0.6489312	0.18973993	0.011407109
k	0.00044870633	0.007942587	0.0023841388	0.012840201	0.03559081	0.9407935
ò	0.12165304	0.10392916	0.51042646	0.18063885	0.052074715	0.031277757
r	0.24903175	0.123578936	0.27531713	0.121777244	0.12641202	0.10388284
a	0.040303454	0.022210121	0.15210219	0.4783977	0.2801109	0.026875658
o	0.02035558	0.16583729	0.7636788	0.031288557	0.00011375914	0.018726055
r	2.5948679e-05	0.0002147809	0.00767388	0.043828968	0.4221375	0.52611893
t	0.0017352413	0.0045893323	0.0015552645	0.0027834792	0.38483697	0.60449976
ì	0.02233829	0.014343257	0.024903579	0.030939154	0.81352013	0.093955554
</S>	0.017635748	0.019099731	0.03292169	0.046548367	0.03905554	0.8447389
