 	stava	ancora	cucinando	</S>
ì	0.92274517	0.049642827	0.003873391	0.023738567
s	0.031991728	0.9641287	0.003768535	0.00011106062
t	0.0049417573	0.7282884	0.19908153	0.067688294
i	0.32357132	0.65197915	0.0082134	0.016236149
g	0.9770547	0.021897085	0.0007021576	0.00034609644
g	0.0032742005	0.15143698	0.7822711	0.06301775
h	0.40109417	0.5535217	0.019641193	0.025742935
e	0.64521277	0.35072953	0.0026863809	0.0013713432
a	0.7977657	0.17676668	0.010699132	0.014768514
n	0.008962473	0.2747298	0.6311462	0.085161515
k	0.00091288384	0.0037571213	0.07481544	0.9205146
ò	0.10856956	0.43236694	0.058962476	0.400101
r	0.75749654	0.1562853	0.057580348	0.028637854
a	0.07350281	0.1567352	0.62018824	0.14957373
m	0.721454	0.21312915	0.0031449322	0.062271923
a	0.0016749483	0.014739299	0.95798606	0.025599753
r	0.52768445	0.1550854	0.01816707	0.2990631
è	0.00021160007	0.00016033916	0.51958686	0.48004118
o	0.047832064	0.19580692	0.6375757	0.11878533
n	0.0012911479	0.031025963	0.8469061	0.12077674
t	0.0022806257	0.00037144864	0.27401617	0.7233317
a	0.04171153	0.030605193	0.27127254	0.65641075
</S>	0.013642449	0.009859437	0.18697582	0.7895223
