 	che	vende	buon	pane	</S>
k	0.04462286	0.0012514903	0.8395645	0.03341011	0.08115104
a	0.18145144	0.801711	0.016099509	0.00072576274	1.2245605e-05
i	0.4145299	0.5558999	0.02772928	0.00072394434	0.0011170115
p	0.10045427	0.15272224	0.56987447	0.17167133	0.005277712
u	0.19859831	0.39370158	0.25931996	0.13842458	0.009955568
l	0.49004415	0.46277973	0.043697197	0.00083450024	0.0026443815
ì	0.04211259	0.22622316	0.047758307	0.55169034	0.1322156
t	0.47053918	0.16151693	0.36108747	0.0017866151	0.005069777
s	0.1570333	0.2563122	0.31402016	0.23990707	0.0327273
o	0.30017313	0.68316674	0.013819952	0.0014019978	0.0014382615
m	0.5875344	0.3501082	0.053647075	0.0021560644	0.0065542506
ì	0.07517057	0.12960486	0.05528499	0.7394025	0.0005371262
k	0.1018847	0.124904454	0.731979	0.029937211	0.011294555
a	0.081599995	0.018964732	0.28135636	0.614574	0.003504874
l	0.43762478	0.20083988	0.18106318	0.0130743915	0.16739778
ò	0.026989505	0.030978534	0.009710373	0.92691064	0.0054110135
</S>	0.01126874	0.0029966808	0.3337651	0.29631516	0.35565433
