 	ho	scritto	una	lettera	al	mio	fratello	</S>
è	0.86288613	0.0013289076	0.0006911731	0.0070783785	0.071136326	0.007516353	0.009670937	0.039691813
g	0.002703389	0.21950474	0.6402517	0.11819258	0.017309083	0.00036943826	0.0016493932	1.971417e-05
r	0.2618164	0.09511594	0.095918685	0.44614863	0.023551043	0.036665443	0.034395363	0.006388407
a	0.049005248	0.59389424	0.32178912	0.0045437543	0.009598555	0.014233534	0.00011161384	0.0068239076
t	0.4263411	0.35450935	0.15912935	0.052083116	0.0030418762	0.0045112777	0.00012942153	0.00025453762
s	0.04359173	0.38895383	0.077859454	0.00030528553	0.03347108	0.031923506	0.034176882	0.38971823
a	0.0021697043	0.5632134	0.40475404	0.0003815025	0.0028163046	0.01568608	6.769494e-05	0.010911264
è	0.06290379	0.43002546	0.45547852	0.037563346	0.002154193	0.009472802	0.00059216155	0.0018097039
n	0.0011239297	0.042395312	0.65291446	0.004736625	0.1458043	0.15043291	0.0022365956	0.00035575696
a	0.030774988	0.26150146	0.18187962	0.030893788	0.034424663	0.07207168	0.22391094	0.16454285
n	0.081246525	0.050928675	0.10614061	0.7489318	0.0036357061	0.006167178	0.0012078907	0.0017415725
g	0.008352823	0.011427559	0.0053511467	0.0020390532	0.0031289498	0.013480766	0.21538083	0.74083894
r	0.062240668	0.06978064	0.036908798	0.0016246872	0.061763197	0.11318427	0.021977218	0.63252056
à	0.011065518	0.039595675	0.0148277385	0.00022766924	0.040147305	0.09976533	0.023438226	0.7709326
m	0.0040392554	0.05537563	0.23722135	0.007114536	0.06454647	0.624594	0.0013399796	0.00576882
m	0.14426522	0.062193498	0.023215855	0.0015841026	0.03231138	0.026460066	0.40834194	0.3016279
a	0.17863087	0.04360517	0.025728352	0.007864039	0.4073889	0.19645883	0.021862082	0.11846182
u	0.03828179	0.17026165	0.42021796	0.03898791	0.074584216	0.15259399	0.0070148557	0.098057576
d	0.00043174668	0.0044062315	0.03066662	0.012518497	0.027415108	0.098085746	0.7712151	0.055260938
e	0.044522546	0.02299262	0.012331411	0.00034615592	0.025011007	0.008875433	0.81340843	0.07251237
r	0.0028591785	0.0047695395	0.017354285	0.84668064	0.023360351	0.05656185	0.030451069	0.017963098
f	0.013412702	0.0030227143	0.0007156019	2.165304e-05	0.0013745788	0.0018743114	0.523954	0.45562452
ù	0.044898648	0.029939953	0.0136036845	0.0008104076	0.024480412	0.12336824	0.08710037	0.6757982
m	0.0019073698	0.005624019	0.021177664	0.005991115	0.018503841	0.64519775	0.1442199	0.15737838
m	0.16661625	0.023844061	0.008077377	0.00016232525	0.017317839	0.01578141	0.469794	0.29840672
u	0.19725372	0.024887612	0.010286001	0.013502442	0.29578295	0.18142617	0.13757396	0.13928719
</S>	0.0064698677	0.023028215	0.041411415	0.0009773014	0.023602974	0.20048909	0.074199826	0.62982124
