 	perché	aveva	lavorato	molto	</S>
j	0.6068584	0.0497047	0.15807034	0.02248734	0.16287927
a	0.0030231574	0.92448735	0.06805244	0.0011289531	0.0033080366
t	0.002320145	0.8376834	0.06431451	0.0006507451	0.095031194
ì	0.051404152	0.8191562	0.11054027	0.0004368622	0.018462377
ì	1.8426963e-05	0.08202659	0.01945945	0.0060535185	0.89244205
c	5.158865e-05	0.95586044	0.0385	0.001124116	0.0044639064
h	0.0036414876	0.3202732	0.013075234	0.6618481	0.0011619568
e	0.02935616	0.94435763	0.025921844	0.0002981595	6.616815e-05
p	0.027522804	0.9116226	0.044789463	0.0014989368	0.014566137
o	0.011725867	0.42547336	0.06308378	0.498505	0.0012119575
l	0.31223544	0.58880717	0.08020001	0.0025254989	0.01623194
e	0.00073234027	0.040258843	0.038238738	0.8347377	0.08603239
m	0.014250379	0.30193597	0.53042156	0.009928459	0.14346369
ì	0.0047022663	0.096879244	0.31211624	0.45332226	0.13297996
s	0.00071691774	0.042734716	0.5178795	0.04572265	0.39294627
o	0.21467355	0.023203345	0.12599966	0.51258934	0.12353404
n	0.100043476	0.35812837	0.34190193	0.02355934	0.17636693
t	0.0002050272	0.0007247253	0.003596144	0.962497	0.032977078
a	0.03501942	0.12656696	0.77518064	0.05759192	0.0056411135
p	0.04971996	0.028494023	0.29576358	0.11314812	0.5128743
o	5.4605014e-05	0.0024229016	0.0010158315	0.9927736	0.0037330475
d	0.23047161	0.038030516	0.43982646	0.045933183	0.24573827
d	0.00044954687	0.010747764	0.016320491	0.94196373	0.030518474
h	0.00034582827	0.000390557	0.0050921263	0.9661877	0.02798375
ì	0.016505294	0.033306215	0.18802607	0.6174057	0.1447567
</S>	8.658545e-05	0.00086210103	0.02883464	0.15899137	0.8112253
