 	puoi	non	parlare	di	questo	con	Anna	</S>
i	0.89357847	0.025098685	8.8672925e-05	0.013638386	0.047680672	0.00092626945	0.006100996	0.012887854
s	0.00047434485	0.027469972	0.9146054	0.03973821	0.00048104613	0.0013382363	0.015016837	0.00087595446
ò	0.037230164	0.58041966	0.16243558	0.045106966	0.00944126	0.08193722	0.0013072955	0.08212185
z	0.0141962245	0.1986013	0.7829279	0.0036959199	0.00012003169	8.3983396e-05	0.0002511409	0.00012352402
i	0.2007022	0.118965305	0.38597438	0.21488343	0.014855107	0.039522715	0.020642692	0.004454172
m	0.11256581	0.7388691	0.075452626	0.07198003	0.000841673	3.8560884e-05	0.00014102482	0.00011118298
i	0.69430804	0.0068765148	0.076917835	0.053683966	0.06550785	0.05810187	0.04058803	0.004015921
m	0.15041637	0.6179054	0.07411417	0.15021352	0.0048251767	0.0013473902	0.00048804362	0.0006899437
i	0.7271619	0.007338802	0.055863924	0.020208903	0.04102488	0.12881511	0.014674123	0.0049123275
l	0.09046976	0.5820004	0.13712317	0.17384942	0.0073679406	0.005443478	0.0011168189	0.0026290226
ì	0.15175779	0.082519196	0.12632868	0.010279792	0.023676837	0.44897246	0.0010320932	0.15543316
s	0.041442208	0.5566503	0.2651443	0.024429124	0.08888593	0.019752137	0.001112973	0.0025831263
i	0.077313796	0.1383528	0.19031122	0.070349984	0.061081264	0.3497903	0.057974096	0.054826465
a	0.03883089	0.2202168	0.050512474	0.65485215	0.029392956	0.0050988505	0.00064889586	0.00044702174
t	0.008934298	0.017759781	0.014016691	0.16896178	0.61857194	0.12759404	0.04100856	0.0031529614
s	0.020485628	0.03603109	0.021413451	0.00083674386	0.0031483136	0.40179548	0.07604743	0.44024187
è	0.01198415	0.027245589	0.017694669	0.034986064	0.065221846	0.8108874	0.0032909927	0.028689347
t	0.0012768354	0.0092820255	0.0058415546	0.0089936	0.35950634	0.5872508	0.01388828	0.013960619
ù	0.1407799	0.025704049	0.04771824	0.020451235	0.14428775	0.13255396	0.42504752	0.06345728
o	0.0013137816	0.007932795	0.0043896334	0.0069001783	0.21757613	0.7500119	0.0041081486	0.007767425
m	0.010658228	0.0008155469	0.00092921767	0.006878776	0.27407518	0.08437965	0.59445804	0.027805336
e	0.25460574	0.002283428	0.0103659835	0.0035718195	0.34619248	0.034832124	0.3371854	0.0109630115
t	0.0070326314	0.011449278	0.0027572704	0.01833878	0.4431248	0.46518558	0.027800424	0.024311231
i	0.261513	0.030095352	0.01716199	0.0008769885	0.0024583414	0.05039761	0.3769646	0.26053217
n	0.011796994	0.028783217	0.0014943342	0.021374851	0.4938365	0.30606824	0.057084117	0.07956174
A	0.042670656	0.005962885	0.001384344	0.00034416383	0.00074343855	0.007305378	0.6921826	0.24940659
n	0.0005854759	0.0016622159	0.0008170115	0.00096360524	0.1727696	0.12299291	0.5550965	0.14511268
n	0.01815816	0.0022847278	0.0047296574	0.0015255484	0.038420137	0.013209089	0.8742694	0.047403347
a	0.11514867	0.0078072133	0.1295414	0.016018385	0.02840246	0.52417207	0.13791044	0.040999375
</S>	0.00055661716	0.0013716405	0.0013380321	0.000487233	0.017060472	0.33954242	0.24998483	0.38965872
