 	è	che	stanno	ancora	svegli	</S>
è	0.91924065	0.0065215724	0.0016717833	0.008474719	0.0072781295	0.056813154
n	0.0018608496	0.24616472	0.5127662	0.096231855	0.14194065	0.0010356989
a	7.892169e-05	0.2718805	0.5918261	0.08616272	0.036270667	0.013781117
s	0.0026236456	0.85034585	0.14348115	0.0018009581	0.0012057862	0.0005427325
t	1.5052897e-05	0.01054771	0.039454676	0.7874769	0.09365657	0.06884911
a	0.014285279	0.19164369	0.7057176	0.0732834	0.00024418993	0.014825772
t	0.09296099	0.6466164	0.2551293	0.0049569947	0.0002201486	0.00011610912
ù	0.0008390826	0.005818109	0.005905995	0.8766612	0.018024659	0.092750885
n	0.1719417	0.5262129	0.29923832	0.0024935193	1.8830471e-05	9.476872e-05
e	0.022086287	0.10142812	0.12801953	0.65293384	0.039985392	0.055546843
a	0.105195515	0.33202425	0.55688936	0.00525702	7.526237e-05	0.0005585709
n	0.0005354405	0.004528916	0.104797386	0.70327216	0.18396698	0.002899186
k	5.082642e-05	0.0010492158	0.000747357	0.020982804	0.043035384	0.93413436
ò	0.06067453	0.076746255	0.33154398	0.29937255	0.0016869585	0.22997577
r	0.22157271	0.08991767	0.5164948	0.09116862	0.06361619	0.017229985
a	0.05514133	0.04065413	0.014456525	0.60461676	0.09658505	0.1885462
a	0.019126385	0.0936919	0.82453597	0.050543617	0.00031679226	0.011785352
t	2.7728258e-05	0.00020657216	0.0068443785	0.1773762	0.7911245	0.024420705
s	0.0012381896	0.0014940717	0.00093277084	0.011948926	0.02410707	0.9602789
ù	0.017295137	0.013769149	0.072521724	0.20754938	0.013841264	0.6750234
n	0.000824206	0.00062423054	0.014725521	0.038913842	0.9096089	0.035303254
n	0.025710912	0.024638144	0.008089225	0.078158036	0.18050674	0.682897
i	0.22238316	0.10248269	0.08900676	0.12603387	0.03656814	0.42352542
t	0.0021845975	0.0011216961	0.009362791	0.15458053	0.6785104	0.15424
i	0.5417294	0.3249054	0.005207202	0.0059289425	0.0007466175	0.12148248
</S>	0.0027795767	0.00719716	0.0348062	0.024703437	0.023560373	0.9069532
