 	se	vieni	alle	sette	sto	ancora	cucinando	</S>
a	0.5842499	0.0005235806	0.012113347	0.08277165	0.221136	0.07099408	0.0015045314	0.026706928
n	6.744543e-05	0.023747744	0.17404063	0.67933655	0.00013451786	0.04138987	0.0803156	0.0009675934
è	0.006479527	0.94452095	0.030600667	0.00125114	0.0074575986	0.0033495675	0.00013301295	0.006207486
r	0.0036156892	0.935739	0.05768465	0.002674721	8.266053e-05	0.00013609052	8.899464e-06	5.8372047e-05
k	0.016104523	0.0050351457	0.72805464	0.18270801	0.008714961	0.015721655	0.018409332	0.025251761
e	0.76636916	0.047770113	0.14441568	0.014434914	0.022007693	0.0035224094	0.00016216439	0.0013179152
s	0.35540423	0.3737576	0.25170243	0.0076927734	0.010414255	0.0008860871	4.8563845e-05	9.409814e-05
e	0.037425973	0.014272948	0.09776121	0.25892365	0.017320223	0.17486371	0.30664188	0.09279036
s	0.20394032	0.14769886	0.58961487	0.02951001	0.02665927	0.0015741966	7.68705e-05	0.0009256042
e	0.007329794	0.1413369	0.034256715	0.026447056	0.007125104	0.061886974	0.10810282	0.61351454
s	0.0820578	0.04283443	0.73405993	0.074849546	0.058182027	0.004192001	0.00025548178	0.0035687478
e	0.0006486518	0.037620705	0.0019671407	0.0057607177	0.0010275036	0.025028346	0.14602666	0.7819204
t	0.06510737	0.021548726	0.6604178	0.074630834	0.15858229	0.011210351	0.00035247664	0.008150207
t	0.0002890405	0.0025857647	0.00016099312	0.00052070274	0.00010452391	0.0038458896	0.082896516	0.90959656
à	0.021428017	0.021192022	0.0016422865	0.00020518414	0.0015164968	0.0063115247	0.010307443	0.93739694
s	0.03367889	0.2357096	0.2270107	0.010592415	0.4523499	0.032261353	0.000646626	0.0077505377
t	0.16096981	0.011690672	0.26055592	0.025415849	0.090211995	0.09412308	0.021570964	0.3354617
e	0.14844981	0.020558028	0.015720733	0.015661662	0.020974645	0.25780538	0.08171711	0.43911257
a	0.04927562	0.44555593	0.14139725	0.02329774	0.2741881	0.043915134	0.00065321714	0.02171698
n	0.0013582816	0.001615641	0.033484686	0.060505886	0.025063902	0.23158325	0.34275925	0.30362907
k	0.00055620796	0.0032235608	0.00032040308	2.735431e-05	7.300663e-05	0.0005854779	0.0374999	0.9577141
ò	0.06751497	0.016593728	0.0026884533	0.00077175105	0.002965291	0.016423851	0.029253619	0.86378837
r	0.026833044	0.46481308	0.050428018	0.027754594	0.16876851	0.10989677	0.072652124	0.078853846
a	0.20902969	0.001213652	0.117353804	0.012692972	0.07122965	0.14207466	0.22190942	0.22449622
m	0.06177802	0.24160273	0.100253	0.0055039357	0.40666565	0.051536232	0.00060864043	0.13205183
a	0.0017415821	2.775089e-06	0.0007527169	0.012277446	0.0011836028	0.09981494	0.82758963	0.05663733
r	0.032956693	0.17669567	0.043903343	0.017392714	0.15181331	0.12192099	0.009885188	0.44543204
è	0.00051606545	4.8532158e-05	9.515221e-05	0.00041093817	0.00027000124	0.0028958868	0.6437118	0.35205165
o	0.01609367	0.19187228	0.04441592	0.021805385	0.09333904	0.19909602	0.23167779	0.20169993
</S>	0.0024849155	6.437686e-05	0.008793095	0.002395881	0.00074614113	0.015685026	0.6833851	0.28644553
