 	tu	le	hai	cucinati	le	verdure	</S>
e	0.0013672556	0.0037803557	0.13189103	0.016832156	0.0019632962	0.017755952	0.82640994
s	0.35167676	0.59703624	0.025713654	0.010690374	0.014858629	2.3171659e-05	1.1132508e-06
ù	0.2754506	0.22852442	0.040424816	0.019984797	0.41880783	0.008113545	0.008694023
t	0.8117548	0.18496935	0.0031013382	0.00012180282	5.2339597e-05	2.1245917e-07	7.207846e-08
a	0.13319008	0.47997084	0.098391294	0.11926711	0.16451108	0.003893563	0.000776033
m	0.6682696	0.21791296	0.11243974	0.001114858	0.00016451809	4.2401945e-05	5.5887573e-05
à	0.0009315949	0.005326138	0.0022379525	0.028506715	0.84382284	0.118791156	0.00038367524
r	0.35091087	0.57656	0.038674	0.033030998	0.0006671401	1.5407157e-05	0.00014159919
e	0.037173543	0.07388394	0.037310194	0.09319341	0.6353921	0.10778502	0.015261766
t	0.07585909	0.2529102	0.64713585	0.0071605113	0.010181143	0.00065828493	0.0060949204
s	0.026669275	0.01875926	0.0004861287	0.042033315	0.769913	0.09483083	0.04730814
e	0.12048023	0.104393266	0.00345232	0.16875854	0.45690122	0.13029969	0.015714632
t	0.09840715	0.32877016	0.42885008	0.017932702	0.06884812	0.0040282584	0.053163458
a	0.011482079	0.002779824	2.4564926e-05	0.013971777	0.11130299	0.73555595	0.1248829
l	0.01701202	0.11365823	0.61186093	0.0120066935	0.04131137	0.006557586	0.19759318
à	0.0022532844	0.0007879292	4.492031e-05	0.0042646346	0.034717474	0.41343504	0.5444967
c	0.0020472403	0.018634532	0.043060645	0.7037493	0.09293234	0.007925406	0.13165057
h	9.8345714e-05	3.4321885e-05	1.8705543e-07	0.0002642466	0.0027453294	0.99554354	0.0013139851
a	0.0644525	0.01323598	0.0014271713	0.1520496	0.054734413	0.70430535	0.0097948965
n	0.0018532688	0.01137878	0.013222131	0.18281648	0.70484614	0.039508168	0.046375
a	0.00039083444	0.00019923366	2.2835695e-06	0.0028315424	0.0053099776	0.9742255	0.017040677
</S>	0.0018571471	0.005428293	0.011649299	0.03376396	0.055351425	0.020700328	0.8712496
