 	le	migliori	canzoni	le	puoi	scrivere	la	notte	</S>
a	0.09622102	0.10843727	0.13129766	0.31742766	0.18497443	0.05394335	0.07876785	0.0045144875	0.024416273
k	0.042673074	0.9262744	6.3024774e-05	2.5168649e-05	2.4157871e-05	0.018896924	0.0015628659	0.009477205	0.001003199
à	0.11104095	0.013938717	0.062413376	0.01553834	0.021232698	0.01902108	0.37878153	0.029268997	0.34876436
j	0.06304726	0.91338956	0.014330698	0.007322648	0.000534972	0.00017049021	9.0204245e-05	0.000106944724	0.001007133
o	0.18905744	0.18724874	0.0887489	0.035500847	0.014786631	0.019385198	0.20969483	0.22991487	0.02566256
t	0.14155892	0.79090303	0.005818512	0.01719689	0.03116184	0.00670329	0.0030853208	0.00029871985	0.0032733905
r	0.009103702	0.00542309	0.0019048876	0.0026582216	0.0051040943	0.00405935	0.04840513	0.1160178	0.8073237
a	0.3466235	0.016364222	0.40838212	0.021846572	0.024611887	0.036009576	0.057415005	0.0010907807	0.08765641
ù	0.44566667	0.3292172	0.0075842263	0.034437675	0.071592405	0.012876424	0.04778855	0.0041523133	0.046684466
d	0.015842784	0.36722144	0.00036137583	0.4293776	0.01387967	0.15885478	0.008620833	0.0032217754	0.0026198295
i	0.04693403	0.023202091	0.02366902	0.024970124	0.0063371547	0.0074910694	0.2336161	0.59196347	0.04181701
a	0.06026176	0.5209847	0.08448065	0.158845	0.12507091	0.012124178	0.031008637	0.002298827	0.004925263
a	0.0029460136	0.28498232	0.01036399	0.5264228	0.004549006	0.011851365	0.03870549	0.10975151	0.010427565
s	0.0019230127	0.29482934	0.02373054	0.46010402	0.025663543	0.008592276	0.13598728	0.038242888	0.010927109
ò	0.00048601392	0.0028079	0.0070326454	0.008703651	0.031020092	0.0022120783	0.3165551	0.08090983	0.55027264
z	0.0023517888	0.09950569	0.027401995	0.30500677	0.43293083	0.09821032	0.02210272	0.0011423826	0.0113475695
i	0.020323176	0.009456122	0.00896	0.027785776	0.037751697	0.0078120334	0.33803874	0.41553193	0.13434055
g	0.002706118	0.077231705	0.17939092	0.32304105	0.35388502	0.0039947135	0.054971807	0.0014953719	0.0032833146
r	0.051018126	0.0133760935	0.0016842309	0.004828005	0.009778614	0.015282421	0.3294387	0.48313403	0.091459736
à	0.027479658	0.000106413056	0.0014334616	0.0009357613	0.0035984505	0.014452052	0.44647747	0.08489894	0.42061785
t	0.0004838154	0.0060790568	0.021034403	0.19436248	0.21600649	0.32319704	0.20716068	0.011389958	0.020286059
s	0.031018907	0.0029169011	0.003081151	0.013122776	0.21207798	0.05858372	0.20503627	0.4324155	0.041746832
i	0.13854358	0.0003031111	0.0016828662	0.0071638413	0.05719511	0.07914754	0.45343414	0.042913172	0.21961665
i	0.00092252117	0.00777236	0.011151223	0.16166565	0.19635794	0.042240992	0.40483037	0.044966865	0.13009211
n	0.00023514013	0.019706368	0.014466103	0.251818	0.014410819	0.008440281	0.094776526	0.565963	0.03018381
ì	0.00011923268	0.00016101547	0.00015793926	0.00086797157	0.0027785369	0.0009320234	0.073758416	0.27759057	0.6436343
t	7.107087e-05	0.0034344285	0.10467281	0.09522677	0.50862306	0.07137779	0.13109918	0.016860887	0.068634026
t	0.007103841	0.0013116427	0.010898323	0.012772666	0.51336557	0.026161263	0.11035746	0.24075052	0.07727865
a	0.09469896	0.004275754	0.1419992	0.009198416	0.15866323	0.08625124	0.30507094	0.14983395	0.050008323
</S>	0.00047985496	0.0018351678	0.0047065546	0.034224343	0.12715693	0.034447093	0.20949183	0.132368	0.45529026
