 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
e	0.11563879	0.006453157	0.40458345	0.26884106	0.15499458	0.0211204	0.0022531478	0.026115393
m	0.0024035077	0.987086	7.011365e-05	4.57021e-06	1.0770873e-05	0.008629438	0.00010572952	0.0016898857
a	0.38977513	0.17553055	0.069758475	0.016623745	0.025709953	0.2568179	0.06316096	0.002623258
r	0.19510016	0.7227617	0.06499919	0.004381552	0.00012516386	0.005983576	0.0016990238	0.004949645
a	0.057102654	0.12916489	0.15370812	0.07999936	0.16522993	0.041479845	0.10408498	0.26923022
n	0.11825056	0.81822795	0.06053585	0.0006873077	6.116339e-05	0.00029797739	0.00023507196	0.0017040751
g	0.02659675	0.10336652	0.07153789	0.04749176	0.37242427	0.04070523	0.07681152	0.26106602
i	0.2725242	0.43083894	0.18005082	0.021029241	0.039788574	0.009069383	0.042462867	0.004235904
à	0.13801458	0.66768813	0.18714823	0.0005599023	0.00019220257	0.0021626926	0.0034308184	0.0008034397
n	0.010094698	0.06542952	0.02908192	0.0028449285	4.6553792e-05	0.8814952	0.00812621	0.0028809544
e	0.17846127	0.43145022	0.029340696	0.000325907	0.018555008	0.0813857	0.23045245	0.030028729
è	0.04079123	0.13005887	0.8096275	0.007271319	0.0088081	0.0023259867	0.00096801156	0.00014897023
n	0.0024981513	0.02006896	0.02076068	0.011729483	0.00015064789	0.9295294	0.0121639455	0.0030986955
e	0.0748334	0.2669447	0.029422935	0.00032568452	0.019751778	0.13356242	0.40459877	0.070560314
s	0.019969873	0.04046943	0.77170855	0.025116412	0.13806973	0.0032407471	0.0012833958	0.000141891
e	0.0181145	0.04769621	0.03361509	0.0045848787	0.036564738	0.23660633	0.32379678	0.29902142
g	0.0039492617	0.012809001	0.47530368	0.063163936	0.43899333	0.0047090165	0.0008745282	0.00019728106
i	0.24231546	0.0870985	0.004243797	0.00039118816	0.006247084	0.122463435	0.4716626	0.06557801
r	0.0008896246	0.004812548	0.2759574	0.14855981	0.5304676	0.03447412	0.002854167	0.0019846822
è	0.022437464	0.016275305	0.004305551	0.00046984092	0.004794034	0.035581775	0.5715524	0.34458354
t	0.00012350308	0.00075630355	0.0225615	0.4714126	0.009661529	0.39976782	0.08822198	0.007494839
s	0.039879672	0.021706065	0.08753387	0.13270906	0.46086916	0.100920975	0.11132	0.04506126
i	0.1031151	0.039778456	0.20283481	0.020338403	0.024691632	0.06635803	0.5158162	0.02706732
d	0.00052715495	0.0029096901	0.07342645	0.20912002	0.42006683	0.22485203	0.048656628	0.020441199
ò	0.27322096	0.0471401	0.007508666	0.0005072539	0.00412981	0.044700846	0.58939683	0.033395607
p	0.00028788683	0.000508466	0.012085157	0.15743713	0.04474467	0.25632817	0.5053292	0.023279361
u	0.1031957	0.018610315	0.06902869	0.32669303	0.17527105	0.09072332	0.18828098	0.028196923
e	0.0011245431	0.004584836	0.09888782	0.18998824	0.35266048	0.17453964	0.113848396	0.0643661
m	7.554169e-05	0.00026031787	0.00028403988	0.0027656667	0.0053664744	0.1433116	0.77511805	0.07281831
a	0.11274926	0.029217586	0.006801061	0.00083360093	0.030635409	0.100568116	0.6555692	0.063625805
r	0.00013717398	0.00020120454	0.0119886445	0.4339812	0.48090693	0.055852856	0.0077142497	0.009217606
è	0.010205591	0.003516825	0.0014480578	7.3384974e-05	0.0005475471	0.0051331962	0.8347581	0.14431725
i	4.765479e-05	7.611039e-05	0.0015774464	0.054255553	0.010139612	0.101878785	0.79101396	0.041010797
</S>	0.0006440038	0.00034780614	0.00037923205	0.004890999	0.0065669282	0.11440427	0.80544484	0.06732193
