 	il	ladro	poteva	entrare	da	qui	</S>
o	0.68342537	0.10889625	0.06968568	0.056196555	0.055901233	0.0037424339	0.022152442
l	0.024796937	0.9693124	0.0007273712	2.4913188e-05	0.0013301931	0.003736765	7.1244016e-05
à	0.061859984	0.04132566	0.076547116	0.078332044	0.7269207	0.0044899643	0.010524403
d	0.20390381	0.112597734	0.6230133	0.0017007935	0.008240521	0.027539302	0.023004593
r	0.23009633	0.5355242	0.0049464204	0.005290726	0.112697914	0.11111207	0.0003324498
o	0.37688318	0.3428654	0.1136587	0.057347238	0.10776435	0.00017137204	0.0013097078
ì	0.04453919	0.09655674	0.8564007	0.001742007	0.00048920437	0.00018297185	8.922857e-05
s	0.0446014	0.034871407	0.7211772	0.09493814	0.03557631	0.027309332	0.04152624
o	0.0059708315	0.07967264	0.026134469	0.029426958	0.74521315	0.108494535	0.0050873742
z	0.026402155	0.24740292	0.63730097	0.06309544	0.024526995	0.0011904464	8.1013866e-05
e	0.039335508	0.03684653	0.00064169324	0.0072062993	0.8396916	0.07078499	0.0054933066
è	0.007278575	0.015693119	0.79371864	0.1342303	0.037940513	0.008377281	0.0027615568
m	0.0007804879	0.0007186651	0.013830937	0.05321296	0.043021675	0.51040465	0.37803063
b	0.003096687	0.029820258	0.00038804187	0.00050658465	0.62839895	0.3342608	0.003528661
i	0.050363444	0.03202627	0.013752551	0.47648993	0.4260297	0.000989218	0.00034886072
a	0.02168435	0.012202631	0.11889792	0.66370976	0.15842982	0.0024348898	0.022640595
p	1.9898325e-05	6.586558e-05	0.00025141836	0.0094228005	0.070223965	0.83483183	0.085184194
ò	0.0001791657	0.0014787628	1.665722e-05	0.0005995816	0.16965003	0.82656264	0.0015132086
t	0.00019767873	0.00011714021	0.000247869	0.0064844214	0.0069212127	0.9378558	0.04817586
t	0.00077739166	0.0013632637	0.00029907786	0.0045613544	0.051542573	0.92186415	0.019592162
u	0.112626664	0.021945046	0.0035050663	0.3839348	0.3911639	0.07774342	0.009081084
</S>	0.00033387958	0.00036841814	0.02055439	0.0720092	0.14873244	0.09680374	0.66119796
