 	avete	cucinato	le	verdure	</S>
e	0.95864296	0.001308064	6.288283e-05	0.0008805299	0.03910569
m	0.039627627	0.2655325	0.6921421	0.0026767098	2.1038677e-05
a	0.0035239714	0.07397259	0.28923693	0.62956536	0.003701168
r	0.36896077	0.24432467	0.29529968	0.005169069	0.086245894
è	0.005349937	0.065432005	0.7837096	0.12355813	0.02195034
s	0.07829846	0.9069701	0.013558085	0.00017945732	0.0009939387
s	0.0121625755	0.20803173	0.717	0.049797907	0.013007781
a	0.0004767764	0.2188216	0.74935967	0.031276245	6.565248e-05
t	0.82842135	0.08672687	0.072326206	0.0076666404	0.004858878
o	1.2074332e-06	0.034594502	0.20868926	0.7498111	0.0069038817
t	0.73685926	0.07490694	0.10130463	0.013920223	0.07300886
a	2.83444e-05	0.012492756	0.08075986	0.58176696	0.32495207
l	0.64531136	0.022410147	0.05012046	0.011120733	0.27103728
à	7.6352335e-06	0.00072314555	0.0033884055	0.14362903	0.8522518
c	0.07681256	0.48349878	0.2137238	0.008275515	0.21768934
h	4.6506607e-09	8.655408e-05	0.00034880327	0.9963521	0.0032125972
a	0.023667255	0.07687793	0.040953457	0.84876347	0.00973786
n	0.010405138	0.12155324	0.6949091	0.09210581	0.08102668
a	1.7136792e-07	0.0007560282	0.0012207305	0.9429832	0.05503985
</S>	0.010780129	0.021076657	0.048983973	0.041367475	0.87779176
