 	nella	pasta	metti	sale	vuole	il	sale	</S>
s	0.9757288	0.0024937596	0.0028464585	0.00013595911	0.01223156	0.0036744564	0.00010645724	0.002782539
t	0.007287044	0.22955032	0.72593105	0.017643692	0.000643736	0.010876381	0.0042259474	0.0038417845
i	0.024152158	0.95412797	0.0023496023	0.011284351	0.003245424	9.600955e-05	0.0012989484	0.0034455804
p	0.11232095	0.6791544	0.054968894	0.15209094	0.00031041552	0.0001438133	0.00016682714	0.0008438082
à	0.13496901	0.10347032	0.05267002	0.003642932	0.102140635	0.011792493	0.42994332	0.16137128
s	0.33795235	0.5746428	0.0307935	0.054751936	0.0012331544	0.00047718082	1.926858e-05	0.00012981416
t	0.013755319	0.06335502	0.81641525	0.015720472	0.015977342	0.056709375	0.0096049765	0.008462244
a	0.025323812	0.80204886	0.009253076	0.14035697	0.012449059	0.0005405557	0.0081521785	0.0018754364
v	0.080737665	0.14616781	0.36423555	0.40643084	0.0014429333	0.0007929269	6.730988e-05	0.00012495976
à	0.41274893	0.034991566	0.04941911	0.0031274343	0.10900288	0.04524561	0.2575599	0.08790455
l	0.032848757	0.100594096	0.18401809	0.5625731	0.10233581	0.017337777	0.00014604842	0.00014633284
e	0.2316083	0.033272	0.38972226	0.0027506186	0.16335358	0.11603991	0.017096523	0.04615676
à	0.07487531	0.038266897	0.48533872	0.37830546	0.01845067	0.0044547184	0.00010322923	0.00020501281
l	0.0002996931	0.010155665	0.07139932	0.14708863	0.07186351	0.6812299	0.011622199	0.0063410252
a	0.013302292	0.037024304	0.12125466	0.0076528415	0.26714277	0.16176133	0.26572874	0.12613301
e	0.018745184	0.042133268	0.3579358	0.3999997	0.11097114	0.062870264	0.0039341254	0.0034105903
t	0.00062730577	0.0029505186	0.08306743	0.018205523	0.08318337	0.7837701	0.019908445	0.008287341
è	0.006513439	0.06489999	0.007299741	0.011323168	0.0056021283	0.046774536	0.4310564	0.42653063
l	0.007886197	0.015410936	0.06058188	0.12456922	0.24483398	0.518147	0.009125576	0.019445287
i	0.17567468	0.033498507	0.11659363	0.0010980878	0.1947328	0.20603584	0.12796924	0.14439721
t	0.020349434	0.047181334	0.0809889	0.14166068	0.33848515	0.30920225	0.034699887	0.027432336
à	0.017333085	0.018774537	0.0052483985	0.0008592614	0.010325947	0.028258093	0.6186777	0.30052298
l	0.0011589067	0.00880494	0.009454654	0.050582603	0.111360826	0.6724361	0.10966299	0.03653903
a	0.1978092	0.029151356	0.11503039	0.000678821	0.1698868	0.21301761	0.13955694	0.13486882
</S>	0.01477415	0.052100223	0.023788987	0.048839115	0.21757911	0.36015916	0.18749839	0.095260814
