 	può	che	sono	ancora	svegli	</S>
i	0.903487	0.006446237	0.008067962	0.013519678	0.0049069156	0.06357222
s	0.0059359185	0.24345796	0.024672864	0.050477352	0.6670125	0.008443403
ò	0.0043963413	0.06684749	0.08420128	0.7905287	0.011865878	0.042160403
z	0.0315338	0.9567141	0.007812107	0.0017301308	0.0005463764	0.0016633824
i	0.23148419	0.1458892	0.056474075	0.41921386	0.13049366	0.016444903
k	0.23742996	0.5459257	0.2157456	0.0006388083	0.00011294324	0.00014701021
a	0.0022676806	0.0011088548	0.0001399158	0.9727948	0.018402781	0.005286028
ì	0.013387324	0.17288603	0.7558769	0.05121416	0.006272054	0.00036348723
n	6.704806e-05	0.0036166438	0.044546254	0.06932655	0.88053715	0.001906363
e	0.03637236	0.14551893	0.20542595	0.4447487	0.018504811	0.14942925
a	0.03691927	0.13740203	0.8023824	0.02138074	0.001174459	0.0007409908
n	0.0002514564	0.0031991417	0.03515935	0.67216676	0.28258756	0.006635737
k	0.00046231897	0.000825986	0.00079405325	0.04444463	0.057232693	0.89624035
ò	0.111579314	0.13975537	0.06037696	0.3876862	0.0013103089	0.29929182
r	0.10786404	0.08894236	0.6213259	0.08954173	0.08491894	0.007407101
a	0.07569976	0.047129605	0.009665102	0.6260711	0.0629502	0.1784842
a	0.0059059006	0.090628594	0.8510282	0.04091009	0.0004178559	0.011109353
t	9.227384e-06	0.00022981442	0.0031888396	0.20363276	0.7693196	0.023619728
s	0.0020242534	0.0009748577	0.0010177771	0.021856518	0.037822526	0.93630403
ù	0.014525225	0.01000699	0.0750017	0.20034263	0.011081737	0.68904173
n	0.00011224963	0.0002499046	0.004873824	0.014197988	0.97381616	0.0067499797
n	0.031154944	0.029756393	0.007414397	0.12262941	0.18453783	0.624507
i	0.52847373	0.15840112	0.0041684685	0.116754	0.009738166	0.18246451
t	0.0007501043	0.0009922357	0.005743316	0.17502482	0.687205	0.13028447
i	0.4442841	0.33841485	0.010974636	0.03070059	0.0015964754	0.17402938
</S>	0.0009469463	0.006179034	0.057586282	0.026514633	0.025746034	0.8830271
