 	mi	si	gonfiò	il	dito	</S>
m	0.46416402	0.08514999	0.039224956	0.18366991	0.017672384	0.21011871
u	0.21806571	0.48496392	0.14042549	0.13054632	0.025168288	0.0008301684
p	0.100075364	0.66329	0.045837395	0.07658628	0.08744184	0.026769195
r	0.108199924	0.024274586	0.0013340876	0.80957067	0.034170866	0.022449762
ì	0.46122906	0.4082761	0.021587797	0.09564829	0.0023848715	0.010873893
s	0.6374652	0.21904916	0.12619813	0.009781212	0.0012472329	0.006259026
t	0.025234383	0.074117	0.003826459	0.18599439	0.706184	0.0046438347
i	0.2863421	0.13946205	0.009490109	0.546696	0.016266568	0.0017432207
t	0.25460225	0.6345492	0.023942405	0.03779854	0.030688202	0.018419368
o	0.20147133	0.0045533134	9.555115e-05	0.4743646	0.16693151	0.15258364
d	0.04073571	0.53794557	0.033392563	0.17674659	0.16995527	0.041224323
à	0.032605607	0.0036359106	0.00026666612	0.69628465	0.21929136	0.04791576
t	0.0016514052	0.021410776	0.6081554	0.0961982	0.19040543	0.08217877
t	0.043432318	0.054104686	0.057982065	0.16745423	0.6266782	0.05034836
i	0.46630865	0.10276347	0.073413804	0.3023215	0.052682374	0.0025102093
l	0.06710554	0.07385465	0.106076844	0.24965961	0.11515235	0.38815102
o	0.17748646	0.0043012644	0.00048943516	0.11379338	0.6038726	0.10005684
</S>	0.021590227	0.025879243	0.027273156	0.090356514	0.15396774	0.6809331
