 	ieri	abbiamo	deciso	che	oggi	andiamo	alla	spiaggia	</S>
e	0.013994357	0.005619274	0.055782784	0.12473034	0.20883583	0.026683265	0.0058417553	0.117200814	0.4413116
t	0.8227071	0.07117221	0.017875882	0.04280085	0.0010753669	0.0026044676	0.0024767166	0.038917843	0.00036956117
t	0.0017427664	0.11595834	0.0033783524	0.2370802	0.22133274	0.19485605	0.04542434	0.011417167	0.16880997
è	0.33548546	0.59429765	0.004198622	0.021335157	0.005242585	0.03456327	0.00054382836	6.4568e-05	0.0042688344
d	0.029116198	0.90483296	0.012820025	0.0463219	0.0055940324	0.0008775898	3.8822427e-06	0.0002603195	0.00017304327
e	0.85902476	0.0039156717	0.05971577	0.063722886	0.00078661897	0.007254525	0.0027679733	0.0027270385	8.468455e-05
c	0.0024854413	0.14920665	0.8108825	0.022731287	0.013110614	0.0011333935	1.7030232e-05	0.00031457836	0.00011852187
i	0.9512829	0.0045483713	0.005307659	0.019568207	6.185961e-05	0.004552118	0.013737033	0.0009121744	2.9682715e-05
d	0.00077735895	0.022833662	0.8458799	0.10068848	0.026238032	0.0019814952	0.00013753875	0.0012786139	0.00018489585
è	0.11496762	0.015122218	0.04257451	0.17460509	0.069898546	0.14193338	0.2902471	0.079608336	0.07104321
t	0.002313386	0.17032433	0.20638993	0.26061347	0.3339731	0.022179656	0.00090860634	0.0029221356	0.00037537393
s	0.03760329	0.042647123	0.120181486	0.1669384	0.09832875	0.23860493	0.0345828	0.2262492	0.03486411
a	0.17757183	0.41441482	0.001315301	0.13840444	0.034320943	0.22404517	0.009300523	9.082711e-05	0.00053609343
m	0.006199277	0.4651867	0.2497075	0.15539287	0.09781252	0.024699692	0.0003210002	0.0005110647	0.00016937539
o	0.94654185	0.0012015683	0.006155812	0.013213604	0.00011200655	0.005769239	0.0240262	0.0028719776	0.00010778562
k	0.003672685	0.26973122	0.2615236	0.15441088	0.24610397	0.05952724	0.0008848575	0.00302628	0.0011192076
a	0.6104163	0.003309032	0.007987246	0.04812185	0.0008079162	0.022516465	0.27299142	0.026778672	0.00707112
s	0.00026016842	0.014195146	0.6292901	0.12946676	0.18048559	0.035784114	0.003410671	0.0066304333	0.00047704278
ì	0.008609715	0.018905912	0.0795401	0.06624569	0.018809294	0.06742676	0.38682342	0.23111217	0.12252691
m	9.4635856e-05	0.010947486	0.10220663	0.09041273	0.6475837	0.03906327	0.0046496587	0.09616303	0.008878821
m	0.08374159	0.0039212247	0.25958753	0.05930333	0.020788271	0.0779221	0.14357018	0.32421902	0.026946805
e	0.4764759	0.011559933	0.0017292702	0.027497407	0.018932786	0.30918512	0.1473002	0.0018397149	0.005479603
r	0.0052055204	0.08770433	0.01929602	0.15497035	0.36561164	0.33809277	0.017887563	0.0069949566	0.004236835
i	0.50318074	0.010976243	0.00038203437	0.013751278	0.00039580173	0.03022628	0.401909	0.012724509	0.026454119
p	0.00040907954	0.0483611	0.08318937	0.0857607	0.475635	0.28618485	0.0056881825	0.010212164	0.004559453
à	0.116738394	0.0063678976	0.019673202	0.0355006	0.0022354338	0.026066437	0.5291204	0.18230532	0.081992395
m	0.00033812068	0.010855028	0.019661315	0.047203448	0.49961877	0.22446017	0.112002335	0.075063124	0.010797725
e	0.00857297	0.0017059216	0.06294377	0.016331065	0.03114546	0.06450539	0.12068762	0.6315133	0.06259448
s	0.00049681874	0.026662473	0.01802852	0.11828129	0.30842385	0.30454817	0.10125775	0.091619186	0.030681925
t	0.0017382823	0.0024962346	0.0061466983	0.009614242	0.010060257	0.02980149	0.42588633	0.38036674	0.13388985
i	0.056264784	0.006039598	0.0009836025	0.008813509	0.012652558	0.14765763	0.70601404	0.010493246	0.05108107
s	8.470773e-05	0.006461138	0.008007013	0.017861223	0.13938534	0.1814056	0.35426933	0.17486541	0.11766018
p	0.0037359714	0.007431666	0.0062566963	0.008552747	0.0037649334	0.019336639	0.1745734	0.510314	0.26603392
i	0.16167742	0.013694878	0.009424928	0.0057661575	0.017343223	0.25256896	0.3882079	0.033137344	0.11817918
à	0.00015595963	0.00330774	0.0025845761	0.0074728583	0.055721927	0.08773642	0.3831473	0.2165537	0.24331945
g	2.8431475e-07	1.7299282e-05	0.0006972173	0.0028389972	0.022229716	0.0022786022	0.2031607	0.7538491	0.01492809
g	0.0019006231	0.0052580833	0.08850401	0.010163165	0.014955327	0.025650695	0.044454087	0.7167434	0.092370555
i	0.19106844	0.012939136	0.03590645	0.006957564	0.036346752	0.3258949	0.28749618	0.035597544	0.06779306
a	0.00019904497	0.0014023301	0.00013758795	0.0049034082	0.02247192	0.035440437	0.7066722	0.12331382	0.1054593
</S>	7.7635065e-07	3.5667832e-05	0.0021369762	0.0043175826	0.0058989036	0.0009611268	0.12606622	0.8148099	0.04577293
