 	io	voglio	che	Maria	venga	qui	</S>
e	0.9708713	0.007337983	0.00012751763	2.8313196e-05	0.009800445	0.001726781	0.01010754
v	2.6039917e-05	0.00019138027	0.0327424	0.10329963	0.6421573	0.2205421	0.001041199
ò	0.0069947634	0.08082578	0.09294358	0.1612524	0.6397739	0.017740436	0.00046914848
t	0.0037562754	0.20022117	0.21036756	0.01934371	0.061184607	0.35388806	0.15123859
è	0.0066635977	0.046799924	0.4761498	0.38668197	0.037219856	0.03722376	0.0092611415
l	0.023224907	0.81628394	0.14344124	0.016687745	0.0003225557	1.0372987e-05	2.914516e-05
o	0.11466981	0.021308333	0.014796338	0.010266111	0.21630281	0.62042135	0.0022352533
n	0.3096919	0.17449152	0.3405474	0.17431355	0.00076520164	0.0001115955	7.89191e-05
a	0.00025171708	0.091071695	0.22162175	0.24028762	0.41761005	0.009185634	0.019971587
r	0.033008806	0.07339535	0.5172162	0.37054783	0.005642294	8.77013e-05	0.00010181701
t	0.00057210383	0.00630076	0.0031574077	0.007213427	0.88924986	0.059957743	0.03354861
i	0.008395767	0.10994396	0.25039077	0.59047747	0.011674958	0.009889734	0.019227415
e	0.019567374	0.0657406	0.58542573	0.3281602	0.00050374144	2.8005976e-05	0.0005743758
M	1.20756495e-05	0.0008285306	0.0052767824	0.005979039	0.19522618	0.7553036	0.03737377
a	0.21900308	0.4882688	0.012484052	0.014189477	0.17390038	0.06248523	0.02966895
r	0.2758613	0.04400598	0.47652858	0.20084377	0.0004296627	5.8774604e-05	0.0022720555
ì	0.0010892972	0.007174663	0.0013031717	0.0030965619	0.4139345	0.44536328	0.12803847
a	0.01647135	0.03872385	0.46667758	0.13774481	0.0014855372	0.1580431	0.18085375
e	3.5258567e-05	0.0016212414	0.00061075296	0.00085269526	0.058873165	0.8415416	0.09646533
t	2.7088336e-06	0.00011227027	3.4818037e-05	5.0464365e-05	0.02912236	0.9561343	0.014543034
t	0.008772521	0.0376536	0.0042369026	0.003449987	0.04714627	0.4406392	0.4581016
ù	0.020078419	0.10636515	0.098341666	0.11536956	0.0018657021	0.57458687	0.08339263
</S>	0.005470536	0.019679494	0.041347526	0.02907685	0.003932252	0.11439987	0.7860935
