 	voglio	che	Maria	viene	domani	</S>
t	0.6645597	0.0016328013	0.000648899	0.29182348	0.0074876347	0.033847354
è	0.0010401038	0.31478333	0.31141633	0.15186073	0.22052088	0.00037858728
l	0.5623905	0.33794376	0.08732545	0.012285945	1.44556725e-05	3.9877476e-05
o	0.30446553	0.009682771	0.0033547468	0.63064045	0.04845945	0.0033970992
e	0.05419414	0.7364824	0.20689934	0.0024068658	5.885262e-06	1.14417635e-05
M	0.0010878424	0.01030173	0.021791568	0.4747768	0.48903078	0.0030112439
a	0.03187499	0.0009046579	0.00064649346	0.60053664	0.20177178	0.1642654
r	0.011408212	0.7884532	0.19993043	0.00019188349	3.1868387e-07	1.5919408e-05
ì	0.0020226	0.003219772	0.0026447487	0.35539603	0.3125571	0.32415977
a	0.012473485	0.7688856	0.21745384	0.0006437051	0.00016971657	0.00037363576
n	0.007555285	0.006262509	0.0133212665	0.38468784	0.562521	0.025652127
a	0.019985346	0.07790571	0.033833656	0.09847899	0.115138814	0.6546575
r	0.004721904	0.39088494	0.59467816	0.008149465	3.7864727e-05	0.0015276952
t	0.0010026395	0.00043539863	0.0004912454	0.071769364	0.76550406	0.1607973
i	0.48224244	0.18736483	0.122197956	0.008609581	0.011437435	0.18814777
à	0.014121267	0.52594167	0.41916054	0.0060108947	0.00028965963	0.034475934
v	0.00017907485	0.00075178436	0.0007078871	0.0065026097	0.9550268	0.03683175
v	0.0008369806	9.623271e-05	3.922761e-05	0.0036167062	0.98496026	0.010450655
r	0.76695627	0.10555861	0.106066205	0.003394236	0.002566058	0.015458642
i	0.99453485	0.00011930229	2.742069e-05	0.00041390545	0.0047070566	0.00019752691
</S>	0.036854737	0.053131793	0.04171961	0.043667734	0.07163068	0.75299543
