 	mia	mamma	e	mio	padre	non	andarono	mai	in	Grecia	</S>
i	0.6991414	0.073848195	0.13834408	0.025705663	0.0041000256	0.015686996	0.01321203	0.014901152	0.002482462	0.0007699959	0.01180812
m	0.0025240453	0.86506337	0.023846382	0.021118887	0.009446041	0.0065673934	6.2816383e-07	0.00040499467	4.991737e-05	0.051367056	0.01961129
à	0.19657192	0.068672724	0.05498734	0.048558194	0.047322802	0.5219674	0.013079061	0.028257184	0.01220991	0.0011009956	0.007272516
n	0.09042884	0.22790498	0.5384989	0.13903825	0.00354182	0.00013004476	3.612015e-07	1.9003865e-06	5.419865e-06	1.2219213e-05	0.00043727882
a	0.12573496	0.23167731	0.47782582	0.083589286	0.03782926	0.026714433	0.0021358936	0.0005295234	0.0017137337	0.0008062761	0.011443462
m	0.042637162	0.22572446	0.71217644	0.017672889	0.0011937344	0.0002568584	2.488815e-07	1.1928989e-05	9.476559e-06	2.3765724e-05	0.00029304187
u	0.31345302	0.22810945	0.060366657	0.0077279005	0.0053328536	0.19325861	0.001459743	0.060250908	0.0029978342	0.09499105	0.03205199
c	0.05259052	0.1735229	0.7294636	0.033969954	0.0072538513	0.0021423784	4.1288076e-06	5.993334e-05	0.00020351146	4.1651827e-05	0.0007476818
e	0.2566454	0.15866281	0.0631942	0.029282276	0.029868396	0.2575406	0.00018830692	0.17218275	0.0055795214	0.014788908	0.012066781
o	0.03796313	0.10048892	0.7554127	0.07072656	0.01884224	0.014571803	1.1293446e-05	0.00015416266	0.00026159408	7.057071e-05	0.0014970906
c	0.006217222	0.028095227	0.74564064	0.11330883	0.034897666	0.06850071	4.9198974e-05	0.00023243419	0.00022785591	0.00019188288	0.0026383623
i	0.19641468	0.05046959	0.055179264	0.06712028	0.10410903	0.44891775	0.0017554882	0.06403392	0.00829422	0.00053032493	0.0031754395
ù	0.04929876	0.11219951	0.5448223	0.18389155	0.089311995	0.018895471	1.9551337e-05	0.00015591782	0.00038128093	1.2212997e-05	0.001011472
r	0.08750516	0.058597356	0.5509665	0.2684496	0.02724825	0.00082567416	0.00014144357	0.00038672704	0.0006632618	0.0001508545	0.0050651487
i	0.08708027	0.07570183	0.37062907	0.07346607	0.07981106	0.2546337	0.026560554	0.0051013674	0.006564722	0.002722232	0.01772906
m	0.013509035	0.029558761	0.7724281	0.10166437	0.042464934	0.03989919	4.085698e-05	0.00013451037	0.00013562173	9.009072e-06	0.00015554106
u	0.17012645	0.037494376	0.053674765	0.004567765	0.007439915	0.3491454	0.004748954	0.18185219	0.0017388521	0.16240811	0.026803141
e	0.0061637657	0.012984674	0.41949216	0.10711984	0.07971019	0.36975402	0.00066702184	0.0014899969	0.0010729937	0.00018186204	0.0013635374
p	0.0020069494	0.009767235	0.30982125	0.15240014	0.10791602	0.3717215	0.0003635905	0.010832569	0.009097147	0.0045975056	0.021476086
ì	0.18260805	0.05065613	0.10683993	0.019739892	0.02169189	0.32616472	0.10040929	0.046210278	0.034780018	0.02040776	0.09049199
t	0.0059166243	0.005790564	0.093889624	0.35972732	0.30694225	0.033895135	0.009731143	0.08773896	0.087987825	0.0005847016	0.007795858
t	0.053626213	0.03354515	0.107231215	0.026765907	0.07249125	0.401737	0.047248397	0.15265721	0.011340426	0.023497527	0.06985974
a	0.074058466	0.020887984	0.0046699336	0.01824895	0.04578362	0.16267787	0.007241686	0.44557992	0.21695834	0.0014988059	0.0023944182
n	0.0069681793	0.00719556	0.033200867	0.08418317	0.16635689	0.5687254	0.010810096	0.029213922	0.08770586	0.00034806706	0.0052919304
e	0.3413817	0.23316438	0.020909535	0.010533179	0.015044571	0.008064105	2.262782e-05	0.076722	0.10720161	0.053894125	0.13306215
m	0.004352654	0.0069571794	0.10593838	0.06277863	0.13714924	0.5486873	0.077035666	0.010915045	0.04081345	0.00014099648	0.0052315197
à	0.13317627	0.03810791	0.023206254	0.0033985411	0.0053993515	0.103282265	0.0014562381	0.34399012	0.010030909	0.26390406	0.074048154
i	0.00054568215	0.00027463125	0.003242844	0.019056072	0.040888928	0.025760252	0.120053984	0.16019659	0.5853955	0.0071606706	0.037424833
s	0.0005371162	0.00049372273	0.00754639	0.003953786	0.0033979684	0.03562085	0.030342137	0.3419991	0.013355385	0.42415348	0.1386001
i	0.024418889	0.026018796	0.029950565	0.014701923	0.018911673	0.012010718	6.0650058e-05	0.029236078	0.35384414	0.06437107	0.42647552
n	0.0020998965	0.0030355938	0.1186263	0.021078764	0.05015642	0.571164	0.16697462	0.017900739	0.040322807	0.0002964331	0.008344376
G	0.026007136	0.011459363	0.011764097	0.0016402745	0.0015065245	0.0018319704	7.8088844e-05	0.0042085983	0.042205032	0.46617514	0.43312377
r	0.032924026	0.005248893	0.007658786	0.0054307138	0.010895976	0.014702836	0.022102924	0.060854934	0.7804772	0.020005802	0.039697938
è	0.21558672	0.01353604	0.0033065206	0.004417905	0.012671638	0.003035264	0.0018396066	0.11278326	0.35793906	0.20261647	0.07226745
c	0.00061142637	0.00022183034	0.00069999334	0.0035844818	0.008962569	0.006381364	0.038290977	0.054191854	0.80349296	0.016592475	0.0669701
i	0.41331196	0.41822663	0.010320591	0.0019207249	0.0019836153	0.00043685047	2.0821994e-06	0.0017955728	0.010771333	0.0883848	0.052845825
a	0.008543277	0.0027893872	0.001551588	0.02985055	0.10151254	0.051275384	0.04097341	0.034322698	0.72406423	3.4417964e-05	0.0050825193
</S>	1.300344e-05	7.497406e-05	0.000549298	0.0008620858	0.0006453163	0.00039539993	4.2421918e-05	0.02465667	0.042521115	0.48779395	0.44244576
