 	ho	finito	di	scrivere	</S>
s	0.9058613	0.04079376	0.032754052	0.0003184521	0.020272428
p	0.037970018	0.1702402	0.05789223	0.71093243	0.022965182
ì	0.27012825	0.6122115	0.026063943	0.088453695	0.0031426041
c	0.098545454	0.89278626	0.008037812	0.00042654516	0.00020391398
c	0.022526357	0.030069059	0.013467457	0.92120874	0.012728365
e	0.22779806	0.75081944	0.019051563	0.0022788844	5.2002328e-05
t	0.2913889	0.24754442	0.24814123	0.20614453	0.006780925
s	0.016516443	0.06776154	0.0017891827	0.863288	0.05064481
a	0.010184995	0.81225646	0.077044904	0.09560262	0.0049110525
à	0.0035632828	0.05881483	0.8894846	0.03805626	0.010081044
t	5.25443e-06	0.0015268888	0.07729953	0.9200673	0.0011010036
s	0.031117534	0.040779173	0.0822204	0.56829983	0.27758306
e	0.2439634	0.28601	0.15146111	0.1147291	0.20383634
g	0.003990116	0.029441552	0.8451323	0.056668792	0.06476724
r	0.19775583	0.040624008	0.0054723127	0.2669481	0.4891998
à	0.060808156	0.12525707	0.046656504	0.04504619	0.72223216
t	0.00017072199	0.0007561541	0.02291682	0.9601932	0.015963193
s	0.20119955	0.1973174	0.012091906	0.28288156	0.30650958
i	0.32677123	0.092933446	0.051728215	0.060305644	0.46826145
</S>	0.0006813378	0.0043672537	0.058195803	0.3896482	0.5471074
