 	dovevo	comprare	pane	ogni	giorno	</S>
ì	0.92824894	0.0017638897	0.013390356	0.010086862	0.004415687	0.042094283
c	4.0551982e-05	0.11808303	0.8469414	0.0348912	1.1924796e-05	3.19227e-05
h	0.0077287997	0.7673746	0.22348724	0.0013996896	8.499503e-06	1.2220987e-06
a	0.045341194	0.2849343	0.6270125	0.041827008	0.00036044206	0.0005245446
n	0.011998805	0.6398054	0.3107769	0.03608222	0.00016702668	0.0011695885
a	1.3545279e-05	0.48559585	0.5078616	0.005493891	1.9618935e-06	0.0010331928
v	0.0001166437	0.7270878	0.27241334	0.00037770023	2.6420821e-08	4.4978706e-06
o	0.0038811963	0.48255274	0.50631016	0.0053990013	0.0007765136	0.0010804686
r	0.20562387	0.2778816	0.24879184	0.12962204	0.12512587	0.012954733
à	0.0017455445	0.0074756686	0.035029184	0.054074526	0.09436482	0.8073102
s	0.0011471024	0.0002246797	0.001038377	0.861916	0.12594643	0.009727434
o	0.34627098	0.14250195	0.44009355	0.031144897	0.01361492	0.026373712
t	0.6709793	0.11755508	0.08350926	0.10387311	0.0082113445	0.015871797
s	0.037657093	0.06615827	0.18259089	0.17100577	0.13209023	0.4104978
o	0.319848	0.2366958	0.38211638	0.0121205505	0.008062401	0.041156888
m	0.05772514	0.0053946064	0.009815206	0.20497343	0.3164528	0.40563884
ì	0.04989997	0.74216264	0.1899015	0.015571072	0.0011587205	0.0013060081
k	0.030601656	0.005839893	0.05132531	0.2006169	0.6296205	0.08199572
u	0.027217899	0.0064440924	0.01900092	0.05977169	0.4960448	0.39152065
à	0.052008852	0.005621208	0.011943848	0.048182502	0.5097553	0.37248823
i	0.00010907353	0.0012072603	0.011952025	0.012291586	0.9447769	0.029663203
m	0.0017871113	0.008081735	0.030532815	0.1912859	0.7023944	0.06591806
è	0.16764204	0.4435815	0.31999424	0.0581033	0.0072983415	0.0033806006
r	0.00017677284	4.0360785e-05	0.0003892418	0.015625818	0.9227388	0.061028954
i	0.67450345	0.016408686	0.06215515	0.18770885	0.052892927	0.006330955
</S>	0.00042164605	9.193893e-05	0.00016706645	0.014658196	0.31341982	0.67124134
