 	questa	canzone	venne	scritta	quattro	anni	fa	</S>
ì	0.6023883	0.11976147	0.077888474	0.14641966	0.018115262	0.0154684875	0.005849284	0.014108974
s	0.92770475	0.062297557	6.2312224e-06	3.9317984e-09	7.3312405e-11	3.8224757e-06	0.008719048	0.0012685106
o	0.11323815	0.08004178	0.00061434077	1.8971577e-05	7.832077e-06	0.015339329	0.71189076	0.07884888
t	0.9451886	0.054294307	8.349823e-05	1.3305619e-06	2.75282e-07	6.998578e-06	0.00022818537	0.00019693258
r	0.034127172	0.020976752	0.0071483976	0.000470489	0.00041738444	0.009212914	0.07026974	0.8573772
a	0.56376725	0.244348	0.17996772	0.0061499565	0.0013074714	0.0003094189	0.0002944358	0.0038556987
ù	0.47859454	0.23542425	0.026725661	0.0007546929	0.00031530834	0.008302371	0.029089568	0.22079362
d	0.031244367	0.09000579	0.004801359	6.7573936e-05	3.7453174e-07	0.048938498	0.50949633	0.31544575
i	0.00024071857	0.012648033	0.008672123	0.0006187405	0.0001650638	0.19384949	0.76340497	0.020400867
ì	0.08762818	0.20235014	0.34145188	0.020039428	0.0026165957	0.050152328	0.12956968	0.16619173
r	0.007843229	0.020366617	0.0355468	0.010983645	9.0185255e-05	0.67922235	0.09676029	0.14918692
t	0.004729075	0.0149462335	0.004393621	4.818399e-05	2.4011779e-06	0.06536825	0.8826688	0.027843464
e	0.32841286	0.016504744	0.084487945	0.02915949	0.0038139652	0.12965788	0.116987765	0.2909753
g	0.014734168	0.08339307	0.3532801	0.020077614	0.0024583857	0.068164736	0.2939976	0.16389434
r	0.009177362	0.009032873	0.008964746	0.011913528	0.0052035777	0.1546164	0.6094816	0.19161
a	0.08140218	0.006752089	0.079396665	0.089487344	0.014591859	0.14875412	0.22105819	0.35855752
m	0.0049447846	0.01637803	0.22038914	0.07979112	0.0038249013	0.28010517	0.16610433	0.22846252
m	0.0017599404	0.004076157	0.004903324	0.008547163	0.004621167	0.2630306	0.54264605	0.17041558
è	0.05311503	0.0041794064	0.071985096	0.058462482	0.008901721	0.1948244	0.3992426	0.20928925
n	0.002917151	0.0022749617	0.037374377	0.3072411	0.028871413	0.5844753	0.019218143	0.017627606
o	0.046452828	0.004472847	0.0134178735	0.033241298	0.007826589	0.13051735	0.66060853	0.103462726
t	0.0014874641	0.0037815296	0.15115009	0.32027873	0.0472746	0.088325635	0.13524388	0.25245807
è	3.390973e-05	0.0012600576	0.0015190131	0.0026256207	0.004405547	0.708628	0.22504038	0.05648751
s	2.77608e-05	0.00022166279	0.007876583	0.052820977	0.06361632	0.05434353	0.5467347	0.2743585
s	0.0020343931	0.002488791	0.045228288	0.058523145	0.0040991553	0.12238833	0.6153488	0.14988905
e	0.1466502	0.008096707	0.15664878	0.3573515	0.04415013	0.17533603	0.05731701	0.0544496
r	0.00022660763	0.00078661303	0.022935888	0.09813071	0.02764821	0.15615915	0.34714246	0.34697035
u	3.585012e-05	0.0028140263	0.0017550754	0.0041413973	0.0054471213	0.8438019	0.12651397	0.01549067
c	0.00047068886	0.0010350983	0.08226726	0.601725	0.10683543	0.13877334	0.02644539	0.04244784
h	2.5607493e-05	0.007184046	0.00058536616	0.0007753488	0.00035164686	0.6655534	0.3172402	0.008284376
r	0.029532403	0.005258523	0.2407554	0.40349346	0.07002814	0.11610137	0.09840033	0.036430407
ò	0.004434047	0.00018464134	0.0015537058	0.0035493285	0.0030777168	0.021391064	0.8675203	0.09828919
n	6.9971934e-06	1.19766155e-05	0.00044222438	0.0028275193	0.012044872	0.007070127	0.8318099	0.14578635
u	0.0011267312	0.002671663	0.019539448	0.24379256	0.16724965	0.2608331	0.24961357	0.05517328
a	0.00053450034	0.0002790009	0.02111587	0.4652672	0.37596613	0.04269155	0.017486826	0.07665895
m	3.2878248e-07	0.00023146377	0.0005910789	0.0015951257	0.0003965458	0.41999865	0.53848517	0.038701646
p	9.911511e-06	0.00066745037	0.0011490242	0.001065284	0.00015715646	0.10959557	0.84017414	0.047181487
ì	0.051110633	0.006381811	0.13201274	0.092677295	0.014024695	0.24695413	0.40188384	0.05495487
</S>	4.5454585e-06	5.0426333e-06	9.075688e-05	0.00032609396	0.0016082042	0.00146454	0.9211572	0.07534362
