 	la	casa	la	costruirono	i	muratori	</S>
o	0.5908265	0.11322203	0.051760383	0.22292839	0.0080332095	0.008635628	0.0045938743
s	0.64644223	0.13258745	0.05917862	7.5012635e-05	0.121742725	0.010511892	0.029462177
p	0.03704473	0.37778687	0.15094018	0.008640962	0.22085303	0.0020363538	0.20269792
ì	0.51510906	0.35663855	0.09913789	0.019300237	0.008109013	9.10678e-05	0.0016142245
t	0.43371546	0.5154238	0.048165314	0.000475482	0.0021055313	1.5041341e-05	9.9365585e-05
i	0.21317554	0.1664317	0.19884512	0.00040277196	0.32250935	0.079700954	0.018934617
o	0.15253782	0.7024901	0.14206573	0.0011421966	0.001672111	2.0967927e-05	7.11396e-05
f	0.109337494	0.2577839	0.3871247	0.0037787193	0.22256623	0.0152589865	0.0041500167
a	0.36691034	0.04619846	0.0916171	0.0133099565	0.1678695	0.25620168	0.057892937
b	0.03764201	0.49497402	0.3845825	0.049198113	0.03263217	0.00021701149	0.0007542332
b	0.012804366	0.0007173835	0.0012294247	1.6704147e-05	0.014487836	0.9407414	0.030002842
r	0.52166134	0.16332994	0.098592944	0.048994873	0.16467148	0.0018420684	0.0009073617
i	0.8013874	0.015692614	0.060556468	0.023561807	0.07880969	0.019436019	0.00055590767
k	0.040513825	0.20686597	0.37677783	0.06483621	0.30534637	0.0034062078	0.002253602
è	0.09799874	0.007707704	0.012126127	0.00046227654	0.18027848	0.66404396	0.03738271
t	0.0037315183	0.050685573	0.080030546	0.4963711	0.3627176	0.0031246196	0.0033390485
s	0.33177128	0.05731758	0.20740691	0.09911764	0.095733866	0.19553526	0.01311751
a	0.037201427	0.060010064	0.030223582	0.030556003	0.81149256	0.016784301	0.013732065
n	0.0018689404	0.03575281	0.045534216	0.21354662	0.60993344	0.047646824	0.045717184
e	0.0005253736	0.00018743433	0.00016733416	3.0677184e-06	0.0020361284	0.9609111	0.03616963
e	0.0015099783	0.05119371	0.085950516	0.63018245	0.21602684	0.0061359555	0.00900059
f	9.921351e-06	0.00025753264	0.00081391784	0.0004867765	0.1538752	0.63423216	0.21032448
a	0.009292143	0.0014209591	0.001614416	0.000106794134	0.005283813	0.90276325	0.07951866
b	0.0035837162	0.022980843	0.051781934	0.5845837	0.2795171	0.021054987	0.036497734
b	0.011671537	0.0006340199	0.00091726857	1.1715785e-05	0.004847947	0.95854336	0.023374148
r	0.48517618	0.12243297	0.076047696	0.087767884	0.18125293	0.04166768	0.0056547085
i	0.56325704	0.0064858776	0.044315554	0.08296723	0.00541478	0.29577368	0.0017858503
k	0.005797667	0.010048854	0.015258941	0.10621077	0.33266494	0.380867	0.14915179
a	9.075583e-05	1.1775782e-05	2.1323043e-05	1.290774e-06	0.0005147916	0.979699	0.019661102
t	0.005466838	0.026850518	0.036838815	0.6729625	0.17912734	0.03398685	0.044767104
ù	0.00096342043	0.00015205238	0.00010262342	3.0323029e-06	0.00029622915	0.97337013	0.025112512
r	0.0015750559	0.0068667107	0.0097930115	0.21927576	0.23633286	0.3397734	0.18638325
i	0.355404	0.031551648	0.072524786	0.10598298	0.011296842	0.41475913	0.008480728
</S>	0.0016179834	0.020062352	0.014918475	0.15735659	0.13166125	0.22188023	0.45250311
