 	dopo	Giovanni	é	tornato	a	casa	</S>
d	0.42439416	0.28617254	0.20805809	0.058177084	0.019563178	0.0017648283	0.001870166
ò	0.008606696	0.0010434573	0.0024480894	0.0022990457	0.01480458	0.45675266	0.51404554
p	0.007572206	0.00011520612	0.0057104863	0.003517345	0.016261334	0.06235738	0.9044661
u	0.19076364	0.0008591074	8.4553416e-05	0.00036715233	0.0928743	0.59948665	0.11556455
o	0.5967783	0.0008989705	0.021243088	0.027274089	0.07686528	0.02281235	0.25412795
G	0.023433995	0.0005089995	0.0005272065	0.0018293228	0.22573186	0.48243997	0.26552865
i	0.031081878	0.059902217	0.09188116	0.042353276	0.02507603	0.022728119	0.72697735
o	0.5043998	0.0033339327	0.07803907	0.12620792	0.21542144	0.02922767	0.0433702
v	5.991351e-05	2.715912e-05	2.5935933e-05	0.00017680404	0.02187171	0.5326258	0.4452127
à	0.003733616	0.012544254	0.0067802565	0.007928605	0.036391202	0.23071386	0.7019082
n	0.0003988861	0.00021146775	0.0022149954	0.0022199918	0.016073724	0.39063826	0.58824265
n	0.11692009	0.005788919	0.0027716807	0.007648113	0.13032056	0.58193994	0.15461065
i	0.27246732	0.098307505	0.08026051	0.08187669	0.2686371	0.17290089	0.02555003
j	0.025901368	0.0076295114	0.04175103	0.061844382	0.09415401	0.5035843	0.26513538
ù	0.00011124984	0.0010013083	0.00016304535	0.0007238306	0.034194503	0.7600906	0.20371552
r	1.4152548e-05	0.000105057574	0.0002664877	0.0005587068	0.01054291	0.8938939	0.09461876
i	0.14782968	0.056468707	0.07258239	0.113945976	0.3680739	0.15106846	0.09003087
s	0.006317639	0.026704863	0.088534944	0.12137961	0.10741809	0.2644861	0.38515875
e	5.423826e-05	0.00012047706	0.00014594487	0.0008958374	0.03733482	0.32590246	0.63554627
è	0.042637087	0.12846309	0.16116679	0.22107282	0.39791247	0.023067556	0.025680197
s	4.371849e-06	0.0001193731	0.0003063556	0.001108187	0.013294427	0.8262129	0.15895437
s	0.0054572728	0.0066494634	0.009557679	0.032869145	0.25059286	0.09048692	0.6043866
u	0.10844592	0.15691364	0.42244938	0.2341149	0.053519383	0.007927648	0.016629135
</S>	0.0006635909	0.0077468115	0.043079767	0.06321295	0.060845245	0.15394677	0.67050487
