 	qui	dentro	vuole	un	tappeto	</S>
e	0.91871595	0.073420286	0.002537361	0.0016052162	0.0006281757	0.0030929095
t	0.0016140314	0.0009732281	0.2948774	0.697371	0.004554098	0.0006101628
t	0.0054656407	0.80322486	0.032024175	0.08454035	0.012285185	0.0624598
ù	0.20426993	0.376225	0.28444305	0.09975294	0.0017742998	0.033534795
m	0.01952582	0.77832586	0.18816778	0.013839252	4.9524664e-05	9.1671594e-05
è	0.00082798634	0.0018991071	0.01567851	0.027794644	0.9528543	0.00094547146
s	0.12868193	0.77894676	0.082222305	0.010127197	8.712552e-06	1.30880235e-05
a	0.0674479	0.03185564	0.3599516	0.13509053	0.39257503	0.013079365
t	0.31387323	0.19004503	0.47875106	0.017067863	0.00012431103	0.00013860625
è	0.0151159465	0.11309704	0.030289974	0.20877232	0.54448587	0.08823889
l	0.09076637	0.1970818	0.38342276	0.32629216	0.0017057399	0.00073122047
i	0.79318166	0.004824105	0.046826888	0.02105053	0.12779212	0.006324844
è	0.15897304	0.39084622	0.36231923	0.082339585	0.0038252461	0.0016967274
n	9.792949e-06	0.00016980615	0.027333299	0.8914682	0.067567736	0.013451227
a	0.0019495749	0.019756697	0.024671204	0.0668576	0.82082796	0.065936916
t	0.47629753	0.15260805	0.24249926	0.11362557	0.0103539135	0.004615692
a	0.085030094	0.07342492	0.007946592	0.027098238	0.6328281	0.1736721
p	0.36670393	0.3125313	0.11470617	0.1454648	0.02950166	0.031092089
p	0.009600817	0.0068334914	0.0020095736	0.008778477	0.8629434	0.10983426
è	0.109031156	0.23187147	0.0150046935	0.035414893	0.42019364	0.18848419
t	0.0044384417	0.016760811	0.008354212	0.09730104	0.7455937	0.12755172
o	0.26135942	0.0140826	0.02593527	0.025087824	0.6471812	0.026353642
</S>	0.03514041	0.3957861	0.045160506	0.0789552	0.24086145	0.20409639
