 	ora	che	loro	non	vengono	più	</S>
à	0.9091734	0.0049807783	0.044303533	0.023772959	0.0052682487	0.0011403328	0.011360799
r	0.18419473	0.7617539	0.009806748	0.01320223	0.0065732077	0.022172088	0.0022970948
t	0.020927517	0.42142797	0.18702947	0.07377317	0.05829416	0.22665341	0.01189423
e	0.02930608	0.9533406	0.0042964993	0.006513561	0.004570631	0.0001651026	0.0018074238
k	0.40383247	0.5670763	0.026161993	0.0020341286	0.00061978813	0.00012149666	0.00015388454
a	0.055720195	0.07575717	0.0044978186	0.16307046	0.035602465	0.6545586	0.010793257
c	0.03955628	0.5322377	0.40253532	0.020611024	0.0030473773	0.0009534295	0.0010588096
ì	0.00035601106	0.031042742	8.929319e-05	0.01702424	0.0041734176	0.944959	0.0023552573
n	0.06452314	0.48194242	0.374878	0.061491948	0.010822566	0.0019589446	0.004382876
i	0.744974	0.041153833	0.08712104	0.10723478	0.015634958	0.0033122757	0.00056911673
e	0.019787202	0.14617814	0.7823285	0.046816207	0.0035051499	0.0006832977	0.0007015787
n	0.0005575361	0.006561663	0.14276735	0.2602512	0.083174296	0.49957746	0.0071104965
è	0.0053732707	0.09029031	0.04718197	0.2314765	0.32670888	0.15294135	0.14602771
r	0.016550664	0.19952045	0.601558	0.12117152	0.041887224	0.0031560666	0.016156072
k	0.041728355	0.013027334	0.1397561	0.22301301	0.050574202	0.505426	0.026474966
o	0.2865601	0.0622463	0.027751349	0.466366	0.1558927	0.0010359602	0.00014751728
t	0.018625325	0.07612445	0.19699025	0.5524747	0.1410219	0.007652738	0.007110675
t	0.008351123	0.07793462	0.00024796554	0.013618215	0.008837392	0.87301826	0.017992519
e	0.041424684	0.06880012	0.008920199	0.1934081	0.6436282	0.035173595	0.008645057
p	0.0036184127	0.0274404	0.051150776	0.36713135	0.49479967	0.017495006	0.03836433
l	0.0060165147	0.05222463	0.00014668796	0.004498544	0.0028276423	0.9040011	0.030284844
è	0.04509362	0.054324057	0.015606724	0.09446455	0.60378116	0.12652712	0.060202774
o	0.0008473102	0.0029833794	0.0058933813	0.067674816	0.62160945	0.21834451	0.08264715
</S>	5.2356267e-05	0.0005770749	0.0007529882	0.020947792	0.033294193	0.91858506	0.02579055
