 	quando	Giovanni	è	arrivato	è	arrivato	alla	casa	o	a	casa	ancora	e	cucina	</S>
s	0.9131407	0.06891318	0.0071969326	0.00078950665	0.0007293078	5.2144624e-05	0.00081850233	0.0007873694	0.001084402	0.0012609544	0.00068429596	0.00086288276	0.0019411402	0.00039118654	0.0013474817
à	0.00020049374	0.0001512669	3.3980483e-05	1.1729809e-05	1.23629325e-05	3.5728274e-06	0.00016641326	4.880315e-06	3.0160012e-05	0.00012346456	7.248841e-06	0.0065744515	0.023264227	0.36758786	0.60182786
t	0.0864045	0.0039729206	0.0073967064	2.4842679e-05	0.0005895431	1.1065091e-06	0.007069351	3.069973e-05	0.00021349189	0.0011486941	1.4079148e-05	0.0029615636	0.033454902	0.4686815	0.3880361
t	1.8641806e-05	1.1282539e-05	4.5320572e-05	3.5111515e-07	1.8398376e-05	8.3304954e-08	0.00017004707	4.158897e-07	9.320223e-06	7.870673e-05	2.3218486e-06	0.0036956465	0.090959914	0.8499384	0.05505122
e	0.106851235	0.51116747	0.07991521	0.0019560368	0.00774235	0.0001311747	0.01403936	0.00066496653	0.0029338708	0.0066907844	0.0021517123	0.016491106	0.019264387	0.0631889	0.16681147
o	0.4212622	0.0099106105	0.053241383	0.00021156047	0.00403274	1.0423927e-05	0.015960531	0.0003307332	0.003961232	0.01168661	0.0006913511	0.008857424	0.14625221	0.047039583	0.2765514
G	5.4147367e-05	1.3729392e-05	0.0001351568	5.591906e-07	3.9198665e-05	1.3148778e-07	0.00067796075	1.2039693e-06	1.2878679e-05	7.3392504e-05	1.1393083e-06	0.0035667417	0.05124774	0.81550694	0.12866907
i	0.14053425	0.09595623	0.023283036	0.17925914	0.02132296	0.16309598	0.011369644	0.11119016	0.027312517	0.011799637	0.076110765	0.0010976989	0.0040783295	0.033075422	0.1005142
o	0.54244334	0.010331107	0.28608045	0.002140305	0.028526396	0.00028830548	0.020498477	0.0045781992	0.012216142	0.011065674	0.004966563	0.0010781144	0.038999975	0.0029131863	0.033873785
v	0.00019507461	5.9977425e-05	0.010848471	3.2718686e-05	0.012357169	9.824174e-06	0.025857413	9.585297e-05	0.0003909211	0.00036397495	6.306857e-06	0.00062661886	0.012077952	0.75626343	0.18081431
