 	l	ho	sentito	quando	veniva	</S>
t	0.82494545	0.0030622259	0.00042242254	0.09499814	0.052907344	0.023664415
o	3.5026587e-06	0.00033917156	0.9996573	3.5305575e-08	6.3347962e-09	1.3957761e-08
n	0.013282224	0.095245734	0.89072853	0.0006560117	1.1152363e-06	8.63513e-05
ì	2.592031e-05	0.113161564	0.8863888	0.00029496034	8.416384e-08	0.00012873483
k	0.00047506415	0.09269444	0.9060639	0.00066470035	1.0945848e-05	9.093854e-05
u	0.2654934	0.01953967	0.5849453	0.0502123	0.07963127	0.00017802068
s	0.09679629	0.80455565	0.07656961	0.022056349	1.7854118e-06	2.0206888e-05
a	0.0010278163	0.13684237	0.7533598	0.09269246	0.0022667665	0.013810759
m	0.011556019	0.112083055	0.76755774	0.108379856	0.00024066385	0.00018273156
ò	0.007227724	0.0046935314	0.13186257	0.014806148	0.8361669	0.0052430634
t	0.0048505194	0.004328101	0.00075371994	0.33783895	0.53018737	0.122041345
t	0.0692719	0.00072102755	0.006734141	0.014875244	0.9068979	0.0014998397
e	0.06019309	0.038331855	0.5801505	0.08909589	0.22723678	0.0049919365
è	0.014432524	0.05173859	0.011658331	0.6868269	0.11976485	0.115578905
r	1.4878651e-05	7.581526e-05	1.80881e-05	0.02678699	0.4921345	0.48096973
k	0.0015625567	0.0012061998	0.0005348948	0.008706457	0.9739153	0.014074691
a	0.15170564	0.02925479	0.06790415	0.1570805	0.57306784	0.020987034
t	0.017679002	0.017838027	0.006539977	0.2831366	0.43011957	0.24468683
o	0.02937934	0.037994057	0.16164276	0.0053483727	0.75361025	0.01202527
</S>	0.0011472608	0.0112115275	0.0018647889	0.35604295	0.17267486	0.45705858
