 	se	aveva	vestito	la	figlia	l	avessi	portato	alla	chiesa	</S>
a	0.5526208	0.04606298	0.028220264	0.06545012	0.15705624	0.07687644	0.06482319	0.0037628235	0.0007210256	0.0001225567	0.004283556
n	5.6844285e-05	0.01175299	0.93726206	0.00017606944	3.1569305e-06	2.7396984e-06	4.0845844e-06	5.769212e-05	0.0012506872	0.046294432	0.0031392802
ì	0.019399036	0.5921836	0.03935078	0.002647871	0.012773599	0.029350473	0.09237369	0.072722346	0.016664276	0.0008676583	0.12166663
c	0.024564343	0.6829194	0.28914145	0.00042829697	1.52397915e-05	1.5401783e-05	2.077854e-05	2.3553885e-05	0.0003851507	0.00048359172	0.002002824
h	0.057316013	0.060725324	0.13142453	0.05814223	0.06758046	0.16558632	0.09867047	0.02167912	0.123030536	0.19475618	0.021088772
e	0.31213123	0.58162725	0.063996725	0.027822435	0.0035629577	0.0021430044	0.0013573992	0.006863342	0.00016403038	1.6949002e-06	0.00032986733
n	0.070231445	0.41922575	0.4595503	0.036534514	0.0035160722	0.002308318	0.0021062803	0.004446735	0.0017158315	0.00019403665	0.00017068314
d	0.017532453	0.05597454	0.0076021585	0.0023941395	0.008498275	0.021200642	0.038035665	0.06862531	0.39562836	0.2381751	0.14633334
ì	0.055122297	0.037797846	0.044817287	0.17067516	0.12557963	0.2167474	0.08131751	0.20733567	0.0343795	0.0009321873	0.025295438
s	0.10823933	0.8092604	0.025266305	0.016124252	0.008765317	0.0025659334	0.005068841	0.024588002	0.00011536513	6.806938e-07	5.5801215e-06
o	0.09555968	0.23992424	0.3875833	0.043471545	0.024829268	0.034355875	0.05595706	0.007552028	0.033136837	0.06159887	0.016031357
n	0.049739983	0.12363687	0.29858482	0.4298746	0.042970367	0.040524624	0.014041238	0.000588401	2.2317297e-05	6.0961935e-07	1.6171478e-05
t	0.013127796	0.11836986	0.027186234	0.0142834755	0.019973772	0.055923004	0.052772176	0.15843286	0.36888212	0.08292557	0.088123165
a	0.025212592	0.034646146	0.009245529	0.012580624	0.03707676	0.0670211	0.08280273	0.47074786	0.22668363	0.0010254453	0.032957576
i	0.066434845	0.38835177	0.10382639	0.16137603	0.115014575	0.096590854	0.05987116	0.0077009383	0.000617218	7.995602e-06	0.00020822417
k	0.0019187969	0.1406645	0.10660827	0.03179847	0.0656246	0.10063207	0.084240645	0.20733179	0.057114616	0.18898247	0.015083759
i	0.22149204	0.054648776	0.0108316615	0.0149806915	0.025774881	0.038976498	0.04503739	0.060393784	0.42190877	0.010945028	0.0950104
a	0.016008966	0.061916143	0.04328774	0.2418354	0.24690638	0.21783116	0.14711285	0.023448288	0.0015559705	1.2003695e-05	8.510596e-05
t	0.0009204311	0.030133056	0.0144025115	0.029217882	0.0746676	0.07461172	0.07768998	0.48924097	0.106774025	0.09406003	0.00828181
è	0.045474906	0.028577674	0.0028327578	0.011089506	0.03594532	0.07400273	0.068596855	0.043517068	0.1580271	0.007852081	0.524084
r	0.017951995	0.089111924	0.016852818	0.24782272	0.291035	0.12998226	0.13442744	0.07040986	0.0005752554	4.8958515e-05	0.001781777
a	0.098124996	0.08301787	0.0152857425	0.06779677	0.09352818	0.15206313	0.1895403	0.13768102	0.12508044	0.010162845	0.027718607
i	0.0024265388	0.0065517016	0.0032499766	0.07826556	0.258834	0.4678909	0.17914362	0.0034612205	0.00015434297	1.082558e-06	2.1057054e-05
n	0.0013442615	0.008313059	0.007754707	0.025210625	0.09527693	0.13177258	0.14107227	0.27011263	0.1895493	0.11371516	0.015878519
ì	0.001178927	0.018550947	0.00063767366	0.00076022185	0.0008965982	0.002537024	0.0034065694	0.030567614	0.20756331	0.04421506	0.689686
c	0.0021818664	0.005974022	0.0023901684	0.09028122	0.32527006	0.34672037	0.20981285	0.015228311	0.00029718466	7.3067895e-05	0.001770892
