 	tutto	il	cibo	vuole	girato	</S>
ò	0.85809106	0.08493615	0.0010362391	0.0028657285	0.019803684	0.033267103
l	0.021701667	0.19738565	0.41420057	0.36598662	0.0002859681	0.0004394095
o	0.104485705	0.521306	0.27852654	0.08638909	0.008016	0.0012767034
o	0.13262016	0.75232553	0.10748811	0.007129246	0.00023474336	0.0002022121
m	0.010433512	0.27419627	0.48052248	0.23146445	0.0028636528	0.00051968585
a	0.00029074552	0.031694893	0.26975253	0.54152954	0.1251781	0.031554125
r	0.20481734	0.68574435	0.09107612	0.0061390284	0.010225866	0.0019973281
ì	0.00022802068	0.0063285795	0.07451203	0.117227815	0.72080886	0.080894694
o	0.065968715	0.432187	0.29819012	0.19127049	0.010215715	0.0021679138
t	0.006092479	0.08047493	0.22818556	0.6676157	0.015899753	0.0017315559
è	4.451178e-05	0.0049976166	0.016028453	0.016785312	0.8791399	0.08300418
l	0.05422153	0.22373816	0.24832346	0.3798106	0.08631215	0.007594028
i	0.20829481	0.25444213	0.11488107	0.17942235	0.14904569	0.09391394
v	0.12254564	0.2618971	0.37702355	0.1527724	0.07349773	0.012263571
o	0.013326076	0.114296995	0.14797238	0.38625193	0.21321237	0.124940224
t	0.05491964	0.04377033	0.18846726	0.58267874	0.09800313	0.03216086
i	1.7376396e-05	0.0013908	0.0026400161	0.0028669923	0.84097046	0.15211438
m	0.051180452	0.08975008	0.103775576	0.2283324	0.43095735	0.09600418
m	5.6241235e-05	0.016938804	0.053979926	0.043535233	0.7277824	0.15770738
è	0.03127624	0.06325903	0.28575575	0.069565184	0.3887748	0.16136897
n	0.001826824	0.0051211636	0.05721912	0.5982475	0.26056534	0.07701999
o	0.828956	0.072828636	0.030509159	0.026412025	0.021458684	0.019835513
</S>	0.011840649	0.006147114	0.028620712	0.16832438	0.53513104	0.24993612
