 	la	macchina	vuole	riparata	dal	meccanico	</S>
i	0.97652143	0.0037869532	0.0067432006	4.0783663e-05	0.00016605896	0.0013464689	0.011395165
m	0.0026119722	0.4082971	0.12621462	0.17783073	0.049992025	0.22856598	0.0064876103
à	0.09260328	0.040497385	0.02041737	0.05446708	0.7672828	0.015412567	0.009319503
k	0.107712775	0.509527	0.1291641	0.25202137	0.0011207098	7.356428e-05	0.00038046992
i	0.54075754	0.14785032	0.1403122	0.030226136	0.13060531	0.007115777	0.003132698
n	0.59665054	0.30154103	0.09082967	0.0104260985	0.00026876046	3.745777e-05	0.0002463439
a	0.010288063	0.09302077	0.042732846	0.25141668	0.5444371	0.029447194	0.028657332
t	0.14757289	0.57555765	0.24512245	0.028184095	0.0030762341	8.283793e-05	0.00040393378
è	0.008927034	0.0129283	0.00460864	0.13209097	0.50869954	0.14107807	0.19166753
l	0.06698139	0.3823383	0.31375542	0.23414838	0.0023934527	5.5175387e-05	0.00032790846
i	0.5820243	0.061124224	0.1294417	0.0071331784	0.11382432	0.07554719	0.030905034
s	0.14558028	0.3429501	0.34253415	0.14816411	0.019980622	0.00020943834	0.0005813494
t	0.01596333	0.030984042	0.01637124	0.4060596	0.354692	0.11002999	0.0658997
i	0.0019700755	0.020185089	0.008208687	0.19344904	0.75689435	0.0050200885	0.014272691
a	0.01711011	0.08625649	0.12916577	0.6888076	0.07598089	0.00034874643	0.0023304268
m	0.0005948024	0.0123869255	0.0255739	0.40979162	0.26754612	0.2585757	0.02553101
m	0.2858391	0.023604665	0.010577542	0.0021614786	0.0706165	0.5607533	0.046447515
è	0.027202135	0.09080406	0.021383844	0.16256642	0.5995564	0.016020061	0.08246712
n	0.0013262996	0.029101672	0.077213645	0.6633372	0.20907266	0.011998248	0.007950357
i	0.7104159	0.0629405	0.05190482	0.0016813906	0.10257166	0.026980897	0.043504845
à	0.014572991	0.029463949	0.05588708	0.69005615	0.1711343	0.002057072	0.03682843
t	1.464547e-05	0.0005346462	0.0027160742	0.42390043	0.022941291	0.49901876	0.050874118
t	0.06265787	0.03250874	0.04549187	0.03370556	0.05050901	0.39043576	0.3846912
o	0.3031026	0.17307636	0.11066602	0.030161198	0.21180405	0.03146342	0.1397263
m	0.0061169374	0.0127566	0.025854826	0.43153274	0.26029173	0.06278956	0.20065764
e	0.38168073	0.023619758	0.02323559	0.0019156581	0.032323156	0.5167847	0.020440334
k	0.027711296	0.017489392	0.03132603	0.4697576	0.17518389	0.020432845	0.25809887
k	0.04578945	0.020891067	0.0040451456	0.0033697383	0.013847611	0.88614994	0.025906976
à	0.22019768	0.13030633	0.042321038	0.05025477	0.097043544	0.09832657	0.3615501
n	0.001938748	0.0015441842	0.002808578	0.15545258	0.024157489	0.4522442	0.3618542
i	0.35687253	0.06572923	0.09001273	0.0032636595	0.017098226	0.30648825	0.16053538
k	0.013156056	0.023214865	0.027623365	0.28377813	0.13267873	0.032468	0.48708087
o	0.16923137	0.01587693	0.012557948	0.00085885666	0.012015502	0.755008	0.034451447
</S>	0.011469458	0.0030298	0.005235699	0.09486279	0.032367248	0.16016984	0.69286513
