 	se	vieni	ogni	giorno	a	casa	mia	compra	il	pane	</S>
a	0.15837894	0.00034323556	0.00016619099	0.000154501	0.013914318	0.7875713	0.026443189	0.0010242724	0.009971926	0.00016867809	0.0018634773
n	0.00049411086	0.05924447	0.04136402	0.03255177	0.23882125	2.0927387e-06	2.9250205e-05	0.0002386201	0.10846327	0.50164413	0.01714702
è	0.0013420171	0.5335374	0.16044474	0.049819607	0.14525466	0.00019438574	0.067259364	3.8410344e-05	0.0010798961	0.00011819366	0.040911376
r	0.0024457872	0.73526186	0.19645615	0.049818818	0.015669849	9.14775e-07	3.6887744e-05	1.8951738e-06	0.00011284152	5.8672646e-05	0.00013628378
k	0.007609689	0.0010410942	0.00067872205	0.0015248334	0.865712	0.00039378376	0.018580126	0.00023172535	0.045520596	0.037928876	0.020778583
e	0.63627255	0.005094145	0.0012710894	0.0032700957	0.2937261	0.031342722	0.027641382	6.7257524e-06	0.0006793125	4.1333602e-05	0.0006544952
s	0.43902725	0.079941444	0.044542514	0.19317532	0.15000297	0.033798773	0.058871556	1.0528687e-05	0.00047818501	2.1571368e-05	0.00012984905
e	0.081535555	0.060851566	0.02051037	0.016528312	0.5454413	0.0020309319	0.044650014	0.001444953	0.05603997	0.12960425	0.04136275
k	0.042028066	0.040073812	0.043575756	0.09916382	0.6649828	0.033506513	0.07500012	7.200419e-06	0.0013704614	2.594368e-05	0.00026547283
a	0.03995415	0.00039277502	0.00021894315	0.0001648661	0.04111714	0.007306604	0.0011219674	0.059738513	0.3764491	0.43043366	0.043102175
i	0.03501916	0.054546755	0.05656583	0.19911087	0.2317807	0.283866	0.13739252	7.953727e-05	0.0014402478	2.7456352e-05	0.00017093524
m	0.0075779203	0.019291107	0.031385385	0.06084578	0.54045516	0.0093472125	0.102011316	0.0038163583	0.14674073	0.06188438	0.016644657
è	0.050040975	0.0017283949	0.0011880546	0.0015956748	0.099514	0.013834727	0.014813799	0.016187996	0.47935712	0.2640289	0.05771036
r	0.027530197	0.07030082	0.16495866	0.34735265	0.05407118	0.15390003	0.17857687	3.8361293e-05	0.002629801	9.531717e-05	0.0005460589
i	0.21699709	0.0012480307	0.0010271294	0.0021857703	0.13351399	0.12286415	0.07068641	0.043189384	0.24177943	0.07386694	0.09264168
è	0.013256748	0.010435224	0.0100954035	0.039036334	0.0557607	0.6600283	0.20747647	0.0012920685	0.0022939392	6.923358e-05	0.00025555195
s	0.006535869	0.051484372	0.30196992	0.12100536	0.03488835	0.003479906	0.013617562	0.008924596	0.26505092	0.13230069	0.06074246
s	0.009058785	0.00082172966	0.0005720465	0.002404784	0.22701271	0.042041793	0.35047698	0.020755706	0.12146509	0.08374208	0.1416483
u	0.08913401	0.028940555	0.026083127	0.05515301	0.08316114	0.093089744	0.47617245	0.011260563	0.06906643	0.004112519	0.06382638
m	0.015415089	0.03901623	0.03921337	0.10095372	0.04234057	0.39799398	0.3349429	0.013827262	0.013174603	0.000643975	0.0024783353
u	0.01001778	0.0013770803	0.0013189686	0.0010271539	0.021622043	0.007411589	0.0055807806	0.15135111	0.18309622	0.60250795	0.0146893095
a	0.0075575546	0.019176796	0.0187919	0.05701745	0.021322114	0.37540886	0.49182358	0.003238786	0.0023227846	0.00014867783	0.0031915363
v	0.0003603063	0.00079171435	0.0017103036	0.0016509473	0.008159636	0.0012064428	0.008433431	0.048845023	0.22281764	0.60912573	0.09689882
ò	0.010257355	0.0007388197	0.00060268573	0.0010771175	0.050295252	0.011516882	0.026889741	0.028372558	0.22168939	0.5683161	0.080244064
r	0.004813367	0.058941014	0.20512879	0.08183958	0.012845883	0.11100834	0.05346661	0.057633523	0.2821939	0.104962245	0.027166689
a	0.015254748	0.00012407202	0.00014461545	0.0002330302	0.021587905	0.32564837	0.02691836	0.22219321	0.060398348	0.27560744	0.051889937
s	0.030518947	0.06042109	0.053566046	0.11045822	0.012431628	0.35206443	0.2261659	0.054998502	0.044633817	0.005997891	0.048743445
o	0.0045028483	0.0022361618	0.0016179042	0.0036972188	0.0031037182	0.009618557	0.0077070403	0.02126775	0.033270307	0.7341189	0.1788596
t	0.0016625192	0.0014965612	0.0020615717	0.0031829248	0.00834681	0.7887001	0.097003214	0.009277343	0.06035613	0.0041918433	0.0237211
o	0.002714128	0.00025594994	0.00011408601	0.00040001352	0.0013665545	0.005301871	0.0019917677	0.004047921	0.01868107	0.84534323	0.119783446
t	0.00077233044	0.0006039065	0.000937593	0.0013830651	0.005988121	0.82186913	0.094326705	0.0046813954	0.048252407	0.0017366593	0.019448789
s	0.004571197	0.00020654836	9.035709e-05	0.00037280357	0.0010954668	0.00856749	0.001245516	0.005042784	0.018963872	0.7973941	0.16244994
o	0.0019832233	0.0006619157	0.0012942055	0.0010456175	0.005175267	0.38296634	0.026865004	0.035802536	0.15076047	0.059279274	0.33416617
m	0.0026057453	0.04936652	0.08839495	0.058638647	0.0017183896	0.06639802	0.022371218	0.048847508	0.08428469	0.18006027	0.39731398
ì	0.004178503	9.480043e-05	3.8049697e-05	0.00011260729	0.0055321557	0.0025945834	0.0018927153	0.012897077	0.044878967	0.87461287	0.053167656
</S>	0.006105735	0.050302878	0.13233934	0.062882915	0.001065528	0.022615978	0.029795272	0.01241269	0.02360357	0.2145507	0.44432542
