 	voglio	che	Maria	che	venga	domani	</S>
i	0.7985965	0.0031117552	0.0005338161	0.004475958	0.13198909	0.0079802815	0.053312752
t	7.0190035e-06	0.021293791	0.038028475	0.19480766	0.5748224	0.17052262	0.00051796465
è	0.02978901	0.73802906	0.18350527	0.019997146	0.024794552	0.0002784607	0.003606432
l	0.3036927	0.63295114	0.05275239	0.0022532437	0.008168803	3.1082218e-05	0.0001505858
o	0.08856293	0.003108387	0.0023214987	0.46812072	0.3916524	0.044065036	0.0021690202
k	0.045971114	0.7433707	0.19482519	0.014904055	0.0009194954	1.7637709e-06	7.563011e-06
a	0.013601699	7.140182e-05	9.238733e-05	0.26146027	0.680928	0.040855482	0.0029907231
i	0.011792007	0.55176157	0.25943086	0.15439953	0.022464773	7.10528e-05	8.024301e-05
M	1.6408214e-05	0.0003950569	0.00065949676	0.04019369	0.7072505	0.2367739	0.014710985
a	0.07485591	0.002135876	0.0015452793	0.06126179	0.13970777	0.38024223	0.34025112
r	0.010100328	0.7117094	0.27395344	0.0040907776	7.477294e-05	2.6278403e-07	7.10742e-05
ì	0.000742128	0.000650019	0.00034648227	0.0040719532	0.13847783	0.6596461	0.19606546
a	0.0049189986	0.7509424	0.23646213	0.0023104604	0.0016987441	0.00038107496	0.0032861603
n	0.0005990142	0.0010688129	0.0020049915	0.06354258	0.53462106	0.33369142	0.06447209
a	0.017213501	0.019416515	0.0070237843	0.014711382	0.039862946	0.48819098	0.41358092
r	0.0049302457	0.39382842	0.54586536	0.034626294	0.0065647555	0.00014270778	0.014042211
t	0.0011292325	0.00017659013	0.00013589842	0.0036006714	0.03316305	0.85332525	0.10846931
i	0.611889	0.15538728	0.098379426	0.0017295122	0.00042765075	0.0070777275	0.1251094
à	0.034532234	0.4108596	0.24165024	0.03917796	0.012041765	0.0033814637	0.25835678
v	6.382151e-06	2.4370414e-05	1.7505106e-05	0.0005778233	0.045964617	0.8666711	0.08673825
v	0.00012597498	5.5577388e-05	1.8905106e-05	0.00066546834	0.005513639	0.9898722	0.003748225
r	0.80935276	0.087673575	0.08352574	0.0013840524	0.00020120086	0.0017008549	0.01616181
i	0.9966684	7.888063e-05	3.2951495e-05	1.7741246e-05	4.805831e-05	0.0030769773	7.711121e-05
</S>	0.0061755455	0.007966858	0.0047607208	0.016333157	0.019195635	0.11421825	0.8313498
