 	sta	seduta	nel	giardino	nel	giardino	</S>
s	0.9212374	0.0064344355	0.006810366	0.031051625	0.014700581	0.008635114	0.011130359
t	0.005145006	0.43377307	0.11431314	0.00053219614	0.09634709	0.24835826	0.10153122
e	0.16123527	0.53243124	0.09764578	0.0053662253	0.020049594	0.007767498	0.17550443
k	0.17603117	0.791714	0.022869907	4.5367244e-05	0.002373671	0.0004221399	0.006543705
a	0.08582928	0.03040672	0.47374082	0.07170286	0.23767768	0.042767763	0.05787492
m	0.17658703	0.7090072	0.10453548	0.0004024901	0.0039214436	0.00045428955	0.005092027
m	0.062124316	0.017399061	0.16987228	0.018011313	0.5579992	0.1349184	0.039675463
è	0.21244521	0.5033592	0.18005347	0.026879497	0.040629398	0.0146034155	0.022029754
n	0.028135989	0.6958646	0.27351665	0.000316062	0.0021474771	2.5547927e-06	1.6631036e-05
i	0.59371316	0.0900694	0.19552185	0.0128398705	0.087139115	0.016523708	0.0041928473
s	0.16255957	0.7016669	0.12587784	0.003855594	0.0036548933	0.00091335515	0.0014718835
t	0.014374433	0.11870927	0.07577222	0.005813979	0.29201782	0.3716602	0.12165211
o	0.03220256	0.15024082	0.15101726	0.052103486	0.5725031	0.013283608	0.028649198
g	0.04089843	0.7157105	0.21923256	0.009864444	0.01073686	0.0009487588	0.0026084264
i	0.021179127	0.026467301	0.025957666	0.00043324925	0.09821414	0.7783846	0.049363915
a	0.124835975	0.34852242	0.27095857	0.19612858	0.041648656	0.0073924223	0.01051329
r	0.0004081022	0.11375295	0.092152156	0.0049858047	0.17709842	0.53963876	0.07196377
d	0.017703015	0.006161089	0.0024617882	0.0031186321	0.122155815	0.34122202	0.50717765
ì	0.060068958	0.026265519	0.011612322	0.034493368	0.33352587	0.40577573	0.12825824
n	0.045333747	0.16410528	0.1192046	0.15092748	0.2763577	0.18821135	0.055859897
o	0.23325743	0.021538107	0.13359885	0.043951377	0.08213313	0.44767493	0.03784613
s	0.0645714	0.52900624	0.22796766	0.06345154	0.032302335	0.0060723266	0.07662843
t	0.0028330265	0.0045766463	0.003418397	0.001405654	0.035253216	0.7995466	0.15296645
o	0.0486422	0.046696845	0.07560108	0.10102046	0.518628	0.090470254	0.11894105
c	0.013625747	0.030716917	0.024211872	0.096533746	0.15693551	0.17116475	0.5068115
ì	0.0038278033	0.016509803	0.008292164	0.0007547801	0.0121032875	0.94687295	0.011639191
p	0.018207762	0.038633075	0.021105308	0.049995936	0.15839945	0.33221078	0.3814477
o	0.57405543	0.002538223	0.042458925	0.041354198	0.07007244	0.25943992	0.010080878
</S>	0.031641994	0.038315855	0.02042614	0.09386655	0.10213844	0.08659119	0.6270199
