 	il	morto	vuole	pianto	</S>
t	0.9896923	0.00081395806	0.00036278853	1.745713e-05	0.009113513
o	0.0028937254	0.99213797	0.0011730888	0.0034669212	0.00032818687
n	0.53710836	0.44922516	0.013181443	0.00022307853	0.00026193
a	0.00026533718	0.1129612	0.028371425	0.8558034	0.0025986899
p	0.02773748	0.96137947	0.010504422	0.00028909082	8.9671965e-05
e	0.08566303	0.43895966	0.22888635	0.026260737	0.22023019
s	0.052313574	0.8510813	0.09447913	0.0013618559	0.0007641946
a	0.00033583408	0.028270736	0.04600124	0.8179609	0.10743135
m	0.11999687	0.79173505	0.08335667	0.0039916793	0.0009197706
m	0.032740913	0.098302536	0.070472986	0.015124719	0.7833588
è	0.013049752	0.5107721	0.06667746	0.40320137	0.0062993304
n	0.02183876	0.2024532	0.7417591	0.033850607	9.834323e-05
o	0.83851516	0.0815921	0.05914714	0.0036511824	0.017094458
t	0.12148854	0.37948573	0.3281004	0.1644908	0.0064345715
è	2.1255888e-05	0.0030112423	0.00019294687	0.8950387	0.10173586
l	0.020351462	0.059087943	0.49531844	0.38902542	0.036216695
i	0.59551966	0.02762859	0.05064435	0.014977895	0.3112295
g	0.08577032	0.11078871	0.29025078	0.48176035	0.03142973
l	0.029615685	0.0146081755	0.0111154765	0.008166771	0.9364938
e	0.0357457	0.16188529	0.050232887	0.6181117	0.13402446
m	0.002599066	0.0023286226	0.01664891	0.94102854	0.037394922
m	0.05726264	0.08674983	0.012018591	0.0463136	0.79765534
è	0.040765166	0.20159484	0.034699608	0.5728377	0.15010266
n	0.0011281098	0.009790449	0.26226914	0.70864516	0.018167103
o	0.9284095	0.049138345	0.012727668	0.0029221808	0.0068022646
</S>	0.0007999474	0.0036859976	0.026141066	0.8595929	0.109780155
