 	non	aveva	dove	a	stare	</S>
e	0.8709222	0.028041374	0.007175744	0.026945854	0.0242395	0.04267517
n	0.005480711	0.04117983	0.022260934	0.92096084	0.010061256	5.6426907e-05
ì	0.0070168683	0.22045892	0.13379744	0.6385037	1.2567714e-05	0.00021054459
c	0.041110378	0.81556326	0.06335412	0.07992859	2.069038e-05	2.3054397e-05
h	0.000776356	0.0036449712	0.0045371572	0.866922	0.12404115	7.829679e-05
e	0.37209615	0.4235335	0.16748135	0.036790702	6.743312e-05	3.0812243e-05
p	0.10943443	0.39617407	0.36376807	0.12678398	2.6244505e-05	0.0038131345
u	0.0013486145	0.00097494636	0.003076357	0.9471542	0.047416594	2.9249271e-05
s	0.091478094	0.24673896	0.5903998	0.05685977	0.00022077117	0.0143025825
t	0.0015252008	0.0037639423	0.0051180534	0.11917331	0.61033815	0.26008132
a	0.01123537	0.029916476	0.032462075	0.45954335	0.43824515	0.028597577
s	0.01948707	0.13254727	0.64723164	0.09352764	0.0024920597	0.10471437
ì	1.3087292e-05	0.00035860925	0.00022580392	0.0022721093	0.9235223	0.07360818
</S>	0.0021364375	0.0064039147	0.02454979	0.014328004	0.030279147	0.9223027
