 	è	possibile	che	è	entrato	da	qui	</S>
i	0.57967144	0.21390016	0.0118684145	0.0088472655	0.008451823	0.1012249	0.022902554	0.05313343
s	0.0019322818	0.005492757	0.61891836	0.27362978	0.0015830261	0.09373625	0.004436536	0.0002710427
o	0.006453512	0.3843946	0.19439508	0.11323869	0.050718196	0.12945326	0.0010448558	0.12030182
g	0.004012056	0.03882791	0.7010188	0.2522402	0.0011524534	0.0025380768	1.9797557e-05	0.00019065809
g	0.0029795512	0.0012939655	0.001954138	0.004809885	0.0028599014	0.97270966	0.006272707	0.0071202526
è	0.14974038	0.14077792	0.18914859	0.30259675	0.19028164	0.021773271	0.00085014116	0.0048312414
s	0.03074301	0.5396007	0.2946933	0.11287961	0.02194771	0.00011054614	4.1230946e-06	2.1016447e-05
t	0.0052468455	0.023861855	0.104197174	0.16605309	0.046071406	0.22832835	0.42492706	0.0013141969
e	0.024560085	0.040144637	0.09130305	0.22599673	0.08317254	0.51939183	0.01149967	0.003931491
k	0.045584515	0.15324984	0.33609673	0.39376873	0.064451255	0.003861382	0.001762117	0.0012254424
a	0.012848297	0.0010627985	0.0014189539	0.002245154	0.0016082557	0.9339548	0.045997802	0.0008639473
m	0.023305824	0.13369524	0.19557342	0.26500162	0.22120473	0.11451603	0.042661	0.0040421523
b	0.004969602	0.0009956679	0.0009353465	0.0012574274	0.0012681031	0.87155545	0.1173793	0.0016391666
ì	0.12310437	0.15111902	0.06493994	0.087055095	0.24925761	0.30593696	0.013039281	0.0055477275
k	0.0028407804	0.05417644	0.09733952	0.05684512	0.71771777	0.045672245	0.018237049	0.0071710437
e	0.047778323	0.017414875	0.0029199421	0.0024521546	0.0070192954	0.8214845	0.09448509	0.006445827
a	0.012690676	0.10095817	0.10277037	0.11648718	0.5747507	0.041010857	0.007869378	0.043462627
p	7.645253e-05	0.0065192133	0.009851071	0.003167013	0.020200627	0.05549875	0.82238954	0.08229725
ò	0.0019592976	0.0027326725	0.026890265	0.018989122	0.02669817	0.052547533	0.86827016	0.0019127992
t	4.96823e-05	0.0028858155	0.0013445729	0.00033877336	0.0022294451	0.009281673	0.9710122	0.012857951
t	0.0011851825	0.010751132	0.0044208504	0.0021635927	0.018323757	0.032196894	0.91856235	0.012396198
u	0.07067745	0.055070642	0.020180654	0.029101575	0.460832	0.1552585	0.17347191	0.035407376
</S>	0.0034339183	0.049319662	0.01671817	0.012497429	0.08107604	0.11325324	0.15153354	0.572168
