 	quella	famiglia	non	ha	da	mangiare	</S>
c	0.02651698	0.7206643	0.060242277	0.026714968	0.06382839	0.000717167	0.10131593
ì	0.28544044	0.11119623	0.28181055	0.2411468	0.06010006	0.018345818	0.0019601313
s	0.71749836	0.23504762	0.025169956	0.01955946	0.0020867244	0.00010009663	0.0005377239
i	0.3689519	0.011573923	0.06381885	0.13951886	0.3322447	0.07352646	0.010365333
f	0.8159357	0.03406908	0.09114908	0.051956676	0.0045900275	9.265534e-05	0.002206709
a	0.020119296	0.025515836	0.09328938	0.073509105	0.48286727	0.2905898	0.014109212
m	0.29109576	0.085325524	0.34416208	0.23211564	0.045458324	0.00021954803	0.0016230311
ì	0.006841664	0.029952446	0.052786067	0.04220537	0.4145297	0.38844645	0.06523836
g	0.25091827	0.5495161	0.06010878	0.107865974	0.027375642	0.002795162	0.0014201767
l	0.052347288	0.018137762	0.03608859	0.08658862	0.7912822	0.013511994	0.0020436647
i	0.21166037	0.00858112	0.028327256	0.11884972	0.4820357	0.15006542	0.00048041632
a	0.3413856	0.074782714	0.09422458	0.36251143	0.11187162	0.01488863	0.0003354494
e	0.06235954	0.023975266	0.05048111	0.09976081	0.6859465	0.0744442	0.00303253
n	0.009631825	0.0007866422	0.028401695	0.04745234	0.8516475	0.057879146	0.004200854
è	0.00011480189	3.6130634e-05	6.737678e-05	0.0001346036	0.0016060555	0.7322293	0.2658118
c	0.024725443	0.4099877	0.09983545	0.16220872	0.1351028	0.066697136	0.101442784
h	0.005007406	0.012484531	0.0122380555	0.0039804652	0.0021092736	0.9519567	0.012223592
i	0.0755624	0.013888473	0.007833569	0.054827422	0.18295828	0.62884957	0.036080293
n	0.0075266403	0.011065065	0.0063266926	0.016741332	0.08505632	0.7247169	0.1485671
a	0.0016896882	0.0040516546	0.0013185956	0.0013874496	0.0013372048	0.86854076	0.12167473
f	0.0046319677	0.077255994	0.02497568	0.06925483	0.29373938	0.33071312	0.19942898
à	0.0045810696	0.010611247	0.0072280727	0.004805995	0.0103439335	0.46492302	0.49750665
i	0.004259096	0.005965255	0.0019412818	0.004733238	0.03058141	0.90799904	0.04452069
</S>	0.0029294689	0.014271286	0.0049037645	0.0066581345	0.046759885	0.49195337	0.43252406
