 	questa	la	costruirono	mastri	che	erano	i	muratori	</S>
t	0.9271129	0.014917525	0.03537036	0.0018099342	0.0012250161	0.007597736	0.0035230163	0.004205551	0.004237972
ù	0.01513494	0.36024293	3.371602e-05	0.019408245	0.030067654	3.6202962e-07	0.030779084	0.32396087	0.22037221
o	0.43853638	0.54734355	0.0013848227	0.011348242	0.0010447056	8.287967e-06	0.00012389703	6.444228e-05	0.00014579104
o	0.02980003	0.1319405	0.00014736173	0.39279306	0.035698175	5.7873604e-05	0.37705976	0.028955728	0.0035475895
f	0.023486083	0.14153323	0.00058448606	0.69285905	0.072762705	0.0002920842	0.060250994	0.0051714885	0.003059973
r	0.33780217	0.069391385	0.058176737	0.085193634	0.10050289	0.028769378	0.10509478	0.11982613	0.09524289
a	0.047492526	0.048965458	0.025521453	0.52158874	0.29567817	0.008133732	0.02405824	0.00029000937	0.028271647
b	0.032436363	0.82427835	0.09729114	0.039051708	0.0053256876	4.928432e-06	0.00073822634	8.497496e-05	0.0007886093
b	0.0027903754	0.050538447	0.0042980528	0.0154738	0.23347034	1.8901721e-05	0.028826447	0.6434684	0.021115337
i	0.14579669	0.099082805	0.037202287	0.38612646	0.28308204	0.0011979813	0.04570593	0.0005102296	0.0012956231
k	0.16143043	0.28832534	0.042212933	0.2990442	0.1932989	7.8990175e-05	0.014888186	0.0002987282	0.0004222827
è	0.13997778	0.09346768	0.0368065	0.108643405	0.31427997	0.0030416586	0.26141068	0.022732643	0.019639663
s	0.03427687	0.28497875	0.5170263	0.060798474	0.083399385	0.00021292035	0.018772665	0.00019358886	0.00034105874
s	0.0871971	0.1126459	0.079853	0.15069504	0.34005573	0.017629346	0.08797411	0.09120855	0.032741237
a	0.0014656862	0.016999608	0.0008744478	0.31167734	0.6277739	0.00016142789	0.040433194	0.00016958138	0.0004447931
n	0.00391638	0.18157451	0.31959873	0.2781933	0.20473316	0.0014066051	0.008791735	0.0009844318	0.0008012524
o	0.0006916552	0.106282875	0.0028624	0.012647795	0.20557643	5.9240006e-06	0.02990419	0.60271144	0.039317224
m	0.004876688	0.04366446	0.6023113	0.19262265	0.1366258	0.013356674	0.006007443	0.00015460853	0.00038039024
a	0.049475845	0.01624358	0.014455471	0.015103895	0.08259958	0.0015430436	0.17891973	0.606704	0.03495494
s	0.008297677	0.015575531	0.88507557	0.02727448	0.03452292	0.025056578	0.0031056674	0.00039860504	0.0006930236
t	0.0013717569	0.015474046	0.012127743	0.008760346	0.029435754	0.00018569846	0.054547682	0.70046824	0.17762871
ò	0.013875561	0.020724688	0.0039510927	0.07110479	0.12232669	0.014337907	0.5633734	0.047240995	0.14306487
r	0.015143547	0.041830823	0.3078123	0.10639656	0.17766073	0.03019531	0.27042004	0.030883055	0.0196576
i	0.25601295	0.027778799	0.111218825	0.008974425	0.03807763	0.08675943	0.086055286	0.34509382	0.040028814
k	0.0023432346	0.0373629	0.4806378	0.10443503	0.16127971	0.17546804	0.024718955	0.0041566705	0.009597627
a	0.02270824	0.005139247	0.02164312	0.0021572185	0.012149253	0.0014294186	0.044729378	0.8610117	0.029032428
ì	0.0060051843	0.006483283	0.47311142	0.014285855	0.036952473	0.44013876	0.014124712	0.003611546	0.0052867197
a	9.9871475e-05	0.00051782385	0.00045251413	0.014927144	0.010521254	0.012147064	0.8391332	0.09835829	0.023842875
n	0.0015477776	0.01769212	0.0923371	0.052246917	0.018313004	0.04831635	0.12829319	0.61564994	0.02560359
e	0.0076431516	0.019990493	0.015643124	0.0016182921	0.0040850705	0.0013418102	0.014399903	0.5213902	0.4138879
e	0.0042445045	0.0073110634	0.4895051	0.009159329	0.011251828	0.4394755	0.025703007	0.0074570742	0.0058925087
f	0.0001167159	0.0033206062	0.016851839	0.0040966426	0.0065647503	0.0019164478	0.104562275	0.77583426	0.08673648
r	0.012901587	0.006828666	0.018783903	0.0017493	0.004140617	0.0006597651	0.017681446	0.7322053	0.2050495
a	0.08280462	0.015505136	0.03401466	0.012051098	0.014547799	0.018252762	0.08187938	0.34514597	0.39579862
b	0.0046967496	0.007023801	0.16495118	0.004654567	0.013909097	0.31263477	0.038768552	0.20139204	0.25196934
b	0.002978172	0.029973209	0.0058657248	0.0035361033	0.054876022	7.0863903e-06	0.015980417	0.8400228	0.046760462
i	0.15428506	0.026561962	0.088552795	0.1055037	0.16865836	0.1658009	0.22783431	0.03242723	0.030375708
k	0.0077754394	0.016621199	0.03351264	0.016686555	0.04801245	0.097217016	0.2214439	0.35089815	0.20783265
a	0.00015063449	0.0075349975	0.00015706665	0.00033247742	0.044331636	6.8033924e-06	0.0035156072	0.93307924	0.01089144
t	0.0085229585	0.013817033	0.33679155	0.010011332	0.029019985	0.38387534	0.035992824	0.055451334	0.12651762
ò	0.0001623748	0.0056846165	0.002489334	0.00026897655	0.0034480554	6.40911e-07	0.00090409204	0.9463791	0.040662773
r	0.0030259246	0.0052199713	0.053598292	0.006480466	0.012748819	0.18733709	0.07640827	0.49710304	0.15807804
i	0.3047659	0.020860989	0.13839328	0.0025268907	0.013247805	0.026921414	0.044321172	0.4092855	0.03967701
</S>	0.0010251221	0.026313873	0.15477583	0.009746739	0.021647213	0.07142468	0.043599486	0.24279374	0.42867333
