 	deve	che	entra	da	qui	</S>
è	0.4890627	0.009307965	0.0031522717	0.10292087	0.11579652	0.27975965
n	0.15219869	0.57574785	0.14334312	0.086020604	0.04207235	0.000617383
g	4.3267453e-05	0.01783044	0.039110985	0.9428391	0.00016733582	8.826952e-06
h	0.2165757	0.34648493	0.087197684	0.3495333	0.00014298849	6.540879e-05
i	0.43365532	0.37140647	0.17282978	0.022041166	5.2692434e-05	1.4514803e-05
s	0.3541121	0.42070645	0.17609031	0.0321087	0.015678242	0.0013042152
e	0.007701767	0.21822889	0.36524615	0.3923781	0.011838778	0.004606329
n	0.049001846	0.26311025	0.24988084	0.43660712	0.0012290314	0.00017081018
a	0.011489829	0.03960894	0.08255464	0.46091193	0.16946158	0.23597315
m	0.03905896	0.10112744	0.23725164	0.49704307	0.119730555	0.005788378
b	0.01235259	0.014712349	0.0063848193	0.80586815	0.1572004	0.0034816554
i	0.3174101	0.13242087	0.27703622	0.1376037	0.121341884	0.014187121
a	0.15212113	0.096251845	0.4790245	0.24429213	0.023818098	0.0044922554
p	3.900643e-05	6.656691e-05	0.0013557463	0.0034704655	0.9735065	0.021561645
ò	0.008332712	0.082807004	0.27784613	0.3108677	0.30985984	0.0102866525
t	0.00013126529	6.290962e-05	0.001131235	0.0006385739	0.97623855	0.021797465
t	0.0016432337	0.0022887283	0.008987157	0.008585974	0.96503776	0.01345725
ù	0.103295095	0.06017931	0.09707642	0.046044175	0.6878254	0.0055795945
</S>	8.273382e-05	9.64585e-05	0.0019137809	0.00019036428	0.24472755	0.7529891
