 	sul	muro	vuole	uno	specchio	</S>
s	0.9476935	0.027287586	0.0042130477	0.009407315	0.0029650691	0.00843339
t	0.0019665458	0.003537297	0.97051066	0.013880382	0.009825226	0.0002799639
o	0.63337934	0.20507306	0.092150934	0.038280934	0.017974928	0.013140865
t	0.8311626	0.0015119094	0.16399036	0.0029208257	7.253401e-05	0.0003418157
ì	0.027030632	0.37065762	0.34136927	0.20338959	0.054415263	0.0031375673
c	0.7669486	0.0007909421	0.13539854	0.05944939	0.008476503	0.02893608
h	1.400378e-05	0.0007886636	0.010915709	0.06859392	0.91965127	3.647578e-05
o	0.717053	0.024264216	0.20865661	0.049441464	0.0005384058	4.6353405e-05
t	0.12394865	0.037088424	0.6433975	0.19009583	0.0019231973	0.0035463504
è	0.0058558104	0.007202313	0.065810464	0.10886778	0.8079855	0.0042781658
l	0.09481089	0.09757774	0.44658354	0.3519106	0.0071130004	0.0020042895
i	0.49770236	0.31849942	0.11744751	0.05253985	0.013382919	0.00042790183
o	0.09295303	0.49875766	0.13101754	0.2759106	0.00057346624	0.00078772276
j	2.1579252e-05	0.00013670945	0.015038736	0.06752575	0.8842652	0.03301202
a	0.00032290575	0.0015530075	0.0044194977	0.036010586	0.95663106	0.0010629339
l	0.106036484	0.47010463	0.0492828	0.3132114	0.025835494	0.035529207
ì	0.00013984008	0.00024227035	0.00034049523	0.0077738594	0.9527249	0.03877866
</S>	0.00029960423	0.00045086246	0.0013961268	0.002487885	0.056546837	0.9388187
