 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a	0.29316935	0.00027607637	0.005894987	0.029259132	0.45358834	0.122772954	0.0680499	0.007440724	0.019548519
n	8.935339e-05	0.034788214	0.18880196	0.7598368	0.0016344052	0.00096364913	0.013650114	0.000118201184	0.00011729935
è	0.004431315	0.93207395	0.040487155	0.0031879738	0.0005531885	0.00044958064	0.0026103354	1.1510701e-07	0.01620638
r	0.003068722	0.92674375	0.0679038	0.002013766	5.8655147e-05	9.934938e-06	0.00015766153	9.986971e-07	4.272999e-05
t	0.01514759	0.008351798	0.7138983	0.22681843	0.0019761834	0.00069056306	0.015960693	0.012106411	0.005049912
i	0.059612233	0.84701794	0.08129728	0.0070830714	0.0011022649	0.000237649	0.0015335223	1.857995e-05	0.002097446
s	0.30908546	0.51432407	0.16203786	0.013169138	0.00035642003	9.020523e-05	0.0006774742	4.9502356e-05	0.00020988371
e	0.03376739	0.2575126	0.23325886	0.2141161	0.013531862	0.0076630623	0.12596644	0.00028104367	0.113902695
s	0.17475896	0.13810241	0.62885845	0.04688072	0.0030770455	0.0006555664	0.0064091207	0.00018786851	0.0010698241
i	0.006278067	0.3375327	0.039028842	0.04459704	0.011107736	0.009485187	0.20685093	0.0025211712	0.34259838
t	0.11543175	0.05086816	0.7284652	0.06807798	0.009886738	0.002253977	0.019573053	0.001866205	0.0035769423
t	0.0026215378	0.046492536	0.0026681616	0.010095065	0.00940159	0.010616292	0.27486375	0.032070626	0.6111705
à	0.047088176	0.12484826	0.0057569477	0.0020007761	0.0029586293	0.0041806386	0.117120445	0.007881356	0.6881648
a	0.11011834	0.29386768	0.42719755	0.03221728	0.021455279	0.014585784	0.09267315	0.0033225152	0.0045625023
n	0.017604256	0.0071202926	0.09579332	0.3707236	0.09780036	0.08778003	0.17782348	0.13461497	0.010739695
k	0.0030607982	0.013468828	0.0014193854	0.00059557095	0.00043212154	0.00057939015	0.045533534	0.13069509	0.8042153
ò	0.1556703	0.031274386	0.0067150164	0.003473323	0.0031525188	0.00485442	0.30310223	0.30025828	0.19149955
r	0.034560386	0.60304	0.10002364	0.026536947	0.028928269	0.03964466	0.06024439	0.08981962	0.017202174
a	0.21770608	0.0020829341	0.16626616	0.035078943	0.030195141	0.07202116	0.25597623	0.169314	0.051359333
e	0.12607713	0.2568463	0.31765735	0.05390522	0.030406037	0.03275565	0.06258227	0.008939747	0.11083028
n	0.00042083452	0.0015919281	0.020888356	0.055034902	0.029569805	0.09730798	0.4900275	0.1982969	0.10686182
è	0.00029258145	0.006019939	0.00043926013	1.9219524e-05	1.2060327e-05	2.8205346e-05	0.0040204125	0.035432134	0.95373625
p	0.0064715045	0.009952828	0.010209195	0.00584134	0.019550128	0.03155339	0.07274405	0.7694251	0.074252404
r	0.01824675	8.7506036e-05	0.008954788	0.0065598404	0.012361214	0.027573928	0.039321113	0.87689835	0.00999643
ò	0.006487025	0.00016983123	0.0004002196	0.00020970419	0.0006171183	0.0016331482	0.010318695	0.97191817	0.008246265
n	0.0017199515	0.04706308	0.009097832	0.009278045	0.0074935635	0.02738505	0.04914528	0.62890995	0.21990724
t	0.04095437	0.00068759796	0.1605919	0.014252254	0.023067072	0.063987024	0.09972538	0.53290623	0.06382826
o	0.0014452417	1.270355e-05	0.00033125983	0.0013045014	0.00495192	0.011166611	0.018462818	0.9618301	0.00049486407
</S>	0.0073909326	0.07285346	0.025214894	0.006835854	0.0045430395	0.021648789	0.055912673	0.029808547	0.7757918
