 	mia	figlia	vuole	andare	</S>
i	0.8023368	0.08410451	0.04948051	0.0004186921	0.06365938
k	0.0028278674	0.8633911	0.08357036	0.040112335	0.010098311
i	0.3048055	0.15759681	0.3381976	0.17916793	0.020232191
a	0.1151207	0.8447424	0.03855178	0.00094098254	0.0006440735
t	0.008099024	0.58145857	0.29728943	0.09289803	0.020254988
è	0.028579488	0.020436112	0.07032146	0.7736704	0.10699244
r	0.28540012	0.49428073	0.2197897	0.0002830275	0.0002464129
a	0.07905909	0.39296204	0.32044256	0.1699513	0.037585042
m	0.18732119	0.7656751	0.04664554	0.00030553105	5.2552707e-05
u	0.39260432	0.06409351	0.091743454	0.31364024	0.13791856
i	0.16802667	0.5767628	0.24211167	0.010307021	0.0027918355
t	0.0022662992	0.065756656	0.33172318	0.5090887	0.09116518
è	0.01914938	0.009947584	0.0362344	0.3993059	0.5353627
l	0.044484254	0.26298138	0.63326526	0.04858625	0.010682942
i	0.32440197	0.031726714	0.051128246	0.3889723	0.20377076
n	0.07350741	0.28524175	0.57187796	0.053151	0.016221877
a	0.037282325	0.0026362087	0.002402045	0.5983062	0.35937318
p	0.035949666	0.1953749	0.61284447	0.0646487	0.09118228
à	0.010331912	0.001547353	0.00047994682	0.5411989	0.44644186
i	0.00067818264	0.002459812	0.07574562	0.9074633	0.013652999
</S>	0.00029304682	0.00080555567	0.029580174	0.63629425	0.33302698
